Kode Barang,Barang,Tanggal,Tipe Transaksi,No. Transaksi,Deskripsi,Mutasi,Stok di Tangan,Unit
"",ALAT PRES MUG DAN TUMBLER,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",ALAT PRES PIN 2 MULDING PAKET,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",ALAT PRES TOPI,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",ALAT TEMBAK CATRIDGE,31/05/2026,Saldo Awal,"","","",3.0,PCS
"",ALBUM DLB 10 H,31/05/2026,Saldo Awal,"","","",87.0,PCS
"",ALBUM DLB LUBANG B,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",ALBUM DLBT BESAR,31/05/2026,Saldo Awal,"","","",21.0,PCS
"",ALBUM DLK LUBANG  K,31/05/2026,Saldo Awal,"","","",13.0,PCS
"",ALBUM LNB 10 - LUBANG NW,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",ALBUM PHOTO LULU (26X32CM),31/05/2026,Saldo Awal,"","","",0.0,PCS
"",ALFA INK ART PAPER BLACK,31/05/2026,Saldo Awal,"","","",2.0,PCS
"",ALFA INK ART PAPER BLACK,09/06/2026,Sales Invoice,JL.2026.13000,"",-1.0,1.0,PCS
"",ALFA INK ART PAPER BLACK,09/06/2026,Purchase Invoice,JN-N/SBY//090626/006,"",10.0,11.0,PCS
"",ALFA INK ART PAPER BLACK,14/06/2026,Sales Invoice,JL.2026.13690,"",-1.0,10.0,PCS
"",ALFA INK ART PAPER CYAN,31/05/2026,Saldo Awal,"","","",18.0,PCS
"",ALFA INK ART PAPER MAGENTA,31/05/2026,Saldo Awal,"","","",16.0,PCS
"",ALFA INK ART PAPER YELLOW,31/05/2026,Saldo Awal,"","","",14.0,PCS
"",ALFA INK BLACK TONER 150 GRAM HP,31/05/2026,Saldo Awal,"","","",3.0,PCS
"",ALFA INK BLACK TONER HP 70 GR,31/05/2026,Saldo Awal,"","","",1.0,PCS
"",ALFA INK CANON 250ML BLACK,31/05/2026,Saldo Awal,"","","",2.0,PCS
"",ALFA INK CANON 250ML CYAN,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",ALFA INK CANON 250ML MAGENTA,31/05/2026,Saldo Awal,"","","",2.0,PCS
"",ALFA INK CANON 250ML YELLOW,31/05/2026,Saldo Awal,"","","",2.0,PCS
"",ALFA INK CANON BLACK 100CC,31/05/2026,Saldo Awal,"","","",1153.0,PCS
"",ALFA INK CANON BLACK 100CC,01/06/2026,Sales Invoice,JL.2026.12253,"",-1.0,1152.0,PCS
"",ALFA INK CANON BLACK 100CC,01/06/2026,Sales Invoice,JL.2026.12266,"",-1.0,1151.0,PCS
"",ALFA INK CANON BLACK 100CC,01/06/2026,Sales Invoice,JL.2026.12315,"",-2.0,1149.0,PCS
"",ALFA INK CANON BLACK 100CC,02/06/2026,Sales Invoice,JL.2026.12363,"",-2.0,1147.0,PCS
"",ALFA INK CANON BLACK 100CC,02/06/2026,Sales Invoice,JL.2026.12382,"",-1.0,1146.0,PCS
"",ALFA INK CANON BLACK 100CC,02/06/2026,Sales Invoice,JL.2026.12431,"",-1.0,1145.0,PCS
"",ALFA INK CANON BLACK 100CC,03/06/2026,Sales Invoice,JL.2026.12487,"",-5.0,1140.0,PCS
"",ALFA INK CANON BLACK 100CC,03/06/2026,Sales Invoice,JL.2026.12500,"",-2.0,1138.0,PCS
"",ALFA INK CANON BLACK 100CC,03/06/2026,Sales Invoice,JL.2026.12533,"",-2.0,1136.0,PCS
"",ALFA INK CANON BLACK 100CC,04/06/2026,Sales Invoice,JL.2026.12612,"",-5.0,1131.0,PCS
"",ALFA INK CANON BLACK 100CC,04/06/2026,Sales Invoice,JL.2026.12617,"ABA YUDI

081 331 945 915",-1.0,1130.0,PCS
"",ALFA INK CANON BLACK 100CC,04/06/2026,Sales Invoice,JL.2026.12637,"",-3.0,1127.0,PCS
"",ALFA INK CANON BLACK 100CC,05/06/2026,Sales Invoice,JL.2026.12568,BELUM DIAMBIL,-10.0,1117.0,PCS
"",ALFA INK CANON BLACK 100CC,05/06/2026,Sales Invoice,JL.2026.12660,"",-2.0,1115.0,PCS
"",ALFA INK CANON BLACK 100CC,05/06/2026,Sales Invoice,JL.2026.12666,"",-1.0,1114.0,PCS
"",ALFA INK CANON BLACK 100CC,05/06/2026,Sales Invoice,JL.2026.12689,"",-2.0,1112.0,PCS
"",ALFA INK CANON BLACK 100CC,05/06/2026,Sales Invoice,JL.2026.12705,"",-1.0,1111.0,PCS
"",ALFA INK CANON BLACK 100CC,05/06/2026,Sales Invoice,JL.2026.12715,"",-1.0,1110.0,PCS
"",ALFA INK CANON BLACK 100CC,06/06/2026,Sales Invoice,JL.2026.12779,"",-2.0,1108.0,PCS
"",ALFA INK CANON BLACK 100CC,06/06/2026,Sales Invoice,JL.2026.12794,"",-1.0,1107.0,PCS
"",ALFA INK CANON BLACK 100CC,07/06/2026,Sales Invoice,JL.2026.12863,"",-1.0,1106.0,PCS
"",ALFA INK CANON BLACK 100CC,07/06/2026,Sales Invoice,JL.2026.12866,"",-1.0,1105.0,PCS
"",ALFA INK CANON BLACK 100CC,07/06/2026,Sales Invoice,JL.2026.12892,"",-1.0,1104.0,PCS
"",ALFA INK CANON BLACK 100CC,08/06/2026,Sales Invoice,JL.2026.12923,"",-1.0,1103.0,PCS
"",ALFA INK CANON BLACK 100CC,09/06/2026,Sales Invoice,JL.2026.13019,"",-1.0,1102.0,PCS
"",ALFA INK CANON BLACK 100CC,09/06/2026,Sales Invoice,JL.2026.13099,"",-3.0,1099.0,PCS
"",ALFA INK CANON BLACK 100CC,09/06/2026,Sales Invoice,JL.2026.13101,"",-6.0,1093.0,PCS
"",ALFA INK CANON BLACK 100CC,09/06/2026,Sales Invoice,JL.2026.13110,"",-1.0,1092.0,PCS
"",ALFA INK CANON BLACK 100CC,10/06/2026,Sales Invoice,JL.2026.13312,"",-1.0,1091.0,PCS
"",ALFA INK CANON BLACK 100CC,10/06/2026,Sales Invoice,JL.2026.13321,"",-2.0,1089.0,PCS
"",ALFA INK CANON BLACK 100CC,10/06/2026,Sales Invoice,JL.2026.13388,"BOLLY SILA

085 337 646 762",-1.0,1088.0,PCS
"",ALFA INK CANON BLACK 100CC,11/06/2026,Sales Invoice,JL.2026.13402,"",-1.0,1087.0,PCS
"",ALFA INK CANON BLACK 100CC,11/06/2026,Sales Invoice,JL.2026.13461,"",-1.0,1086.0,PCS
"",ALFA INK CANON BLACK 100CC,11/06/2026,Sales Invoice,JL.2026.13487,"",-1.0,1085.0,PCS
"",ALFA INK CANON BLACK 100CC,12/06/2026,Sales Invoice,JL.2026.13579,"",-10.0,1075.0,PCS
"",ALFA INK CANON BLACK 100CC,14/06/2026,Sales Invoice,JL.2026.13703,"",-4.0,1071.0,PCS
"",ALFA INK CANON BLACK 100CC,15/06/2026,Sales Invoice,JL.2026.13783,"",-1.0,1070.0,PCS
"",ALFA INK CANON BLACK 100CC,15/06/2026,Sales Invoice,JL.2026.13788,"",-5.0,1065.0,PCS
"",ALFA INK CANON BLACK 100CC,15/06/2026,Sales Invoice,JL.2026.13809,"",-2.0,1063.0,PCS
"",ALFA INK CANON BLACK 100CC,15/06/2026,Sales Invoice,JL.2026.13825,"",-1.0,1062.0,PCS
"",ALFA INK CANON BLACK 100CC,15/06/2026,Sales Invoice,JL.2026.13831,"",-1.0,1061.0,PCS
"",ALFA INK CANON BLACK 100CC,15/06/2026,Sales Invoice,JL.2026.13844,BARU BUAT,-150.0,911.0,PCS
"",ALFA INK CANON BLACK 100CC,17/06/2026,Sales Invoice,JL.2026.14027,"",-1.0,910.0,PCS
"",ALFA INK CANON BLACK 100CC,17/06/2026,Sales Invoice,JL.2026.14050,"",-1.0,909.0,PCS
"",ALFA INK CANON BLACK 100CC,18/06/2026,Sales Invoice,JL.2026.14105,"",-1.0,908.0,PCS
"",ALFA INK CANON BLACK 100CC,18/06/2026,Sales Invoice,JL.2026.14125,"",-1.0,907.0,PCS
"",ALFA INK CANON BLACK 100CC,19/06/2026,Sales Invoice,JL.2026.14169,085238342370,-1.0,906.0,PCS
"",ALFA INK CANON BLACK 100CC,19/06/2026,Sales Invoice,JL.2026.14228,"",-1.0,905.0,PCS
"",ALFA INK CANON BLACK 100CC,20/06/2026,Sales Invoice,JL.2026.14273,"",-10.0,895.0,PCS
"",ALFA INK CANON CYAN 100CC,31/05/2026,Saldo Awal,"","","",757.0,PCS
"",ALFA INK CANON CYAN 100CC,01/06/2026,Sales Invoice,JL.2026.12253,"",-1.0,756.0,PCS
"",ALFA INK CANON CYAN 100CC,01/06/2026,Sales Invoice,JL.2026.12315,"",-1.0,755.0,PCS
"",ALFA INK CANON CYAN 100CC,02/06/2026,Sales Invoice,JL.2026.12363,"",-1.0,754.0,PCS
"",ALFA INK CANON CYAN 100CC,02/06/2026,Sales Invoice,JL.2026.12382,"",-1.0,753.0,PCS
"",ALFA INK CANON CYAN 100CC,03/06/2026,Sales Invoice,JL.2026.12487,"",-2.0,751.0,PCS
"",ALFA INK CANON CYAN 100CC,03/06/2026,Sales Invoice,JL.2026.12510,"",-1.0,750.0,PCS
"",ALFA INK CANON CYAN 100CC,04/06/2026,Sales Invoice,JL.2026.12612,"",-5.0,745.0,PCS
"",ALFA INK CANON CYAN 100CC,04/06/2026,Sales Invoice,JL.2026.12617,"ABA YUDI

081 331 945 915",-1.0,744.0,PCS
"",ALFA INK CANON CYAN 100CC,05/06/2026,Sales Invoice,JL.2026.12656,"",-1.0,743.0,PCS
"",ALFA INK CANON CYAN 100CC,05/06/2026,Sales Invoice,JL.2026.12666,"",-1.0,742.0,PCS
"",ALFA INK CANON CYAN 100CC,05/06/2026,Sales Invoice,JL.2026.12705,"",-1.0,741.0,PCS
"",ALFA INK CANON CYAN 100CC,07/06/2026,Sales Invoice,JL.2026.12866,"",-1.0,740.0,PCS
"",ALFA INK CANON CYAN 100CC,10/06/2026,Sales Invoice,JL.2026.13388,"BOLLY SILA

085 337 646 762",-1.0,739.0,PCS
"",ALFA INK CANON CYAN 100CC,11/06/2026,Sales Invoice,JL.2026.13402,"",-1.0,738.0,PCS
"",ALFA INK CANON CYAN 100CC,11/06/2026,Sales Invoice,JL.2026.13446,"",-1.0,737.0,PCS
"",ALFA INK CANON CYAN 100CC,11/06/2026,Sales Invoice,JL.2026.13461,"",-1.0,736.0,PCS
"",ALFA INK CANON CYAN 100CC,13/06/2026,Sales Invoice,JL.2026.13662,"",-1.0,735.0,PCS
"",ALFA INK CANON CYAN 100CC,14/06/2026,Sales Invoice,JL.2026.13723,"",-2.0,733.0,PCS
"",ALFA INK CANON CYAN 100CC,15/06/2026,Sales Invoice,JL.2026.13825,"",-1.0,732.0,PCS
"",ALFA INK CANON CYAN 100CC,15/06/2026,Sales Invoice,JL.2026.13831,"",-1.0,731.0,PCS
"",ALFA INK CANON CYAN 100CC,15/06/2026,Sales Invoice,JL.2026.13844,BARU BUAT,-50.0,681.0,PCS
"",ALFA INK CANON CYAN 100CC,16/06/2026,Sales Invoice,JL.2026.13883,"",-1.0,680.0,PCS
"",ALFA INK CANON CYAN 100CC,18/06/2026,Sales Invoice,JL.2026.14105,"",-1.0,679.0,PCS
"",ALFA INK CANON CYAN 100CC,19/06/2026,Sales Invoice,JL.2026.14169,085238342370,-1.0,678.0,PCS
"",ALFA INK CANON GI 71 BLACK,31/05/2026,Saldo Awal,"","","",376.0,PCS
"",ALFA INK CANON GI 71 BLACK,01/06/2026,Sales Invoice,JL.2026.13225,"",-1.0,375.0,PCS
"",ALFA INK CANON GI 71 BLACK,13/06/2026,Sales Invoice,JL.2026.13604,"",-3.0,372.0,PCS
"",ALFA INK CANON GI 71 BLACK,16/06/2026,Sales Invoice,JL.2026.13881,"",-1.0,371.0,PCS
"",ALFA INK CANON GI 71 BLACK,16/06/2026,Sales Invoice,JL.2026.13888,"A'AN HIDAYAT

082 269 480 100",-1.0,370.0,PCS
"",ALFA INK CANON GI 71 BLACK,17/06/2026,Sales Invoice,JL.2026.14007,"ARDIN

081 235 760 009",-1.0,369.0,PCS
"",ALFA INK CANON GI 71 BLACK,17/06/2026,Sales Invoice,JL.2026.14026,"",-1.0,368.0,PCS
"",ALFA INK CANON GI 71 BLACK,17/06/2026,Sales Invoice,JL.2026.14041,"",-1.0,367.0,PCS
"",ALFA INK CANON GI 71 CYAN,31/05/2026,Saldo Awal,"","","",107.0,PCS
"",ALFA INK CANON GI 71 CYAN,01/06/2026,Sales Invoice,JL.2026.13225,"",-1.0,106.0,PCS
"",ALFA INK CANON GI 71 CYAN,16/06/2026,Sales Invoice,JL.2026.13888,"A'AN HIDAYAT

082 269 480 100",-1.0,105.0,PCS
"",ALFA INK CANON GI 71 CYAN,16/06/2026,Sales Invoice,JL.2026.13939,"",-1.0,104.0,PCS
"",ALFA INK CANON GI 71 CYAN,17/06/2026,Sales Invoice,JL.2026.14007,"ARDIN

081 235 760 009",-1.0,103.0,PCS
"",ALFA INK CANON GI 71 CYAN,17/06/2026,Sales Invoice,JL.2026.14026,"",-1.0,102.0,PCS
"",ALFA INK CANON GI 71 MAGENTA,31/05/2026,Saldo Awal,"","","",106.0,PCS
"",ALFA INK CANON GI 71 MAGENTA,01/06/2026,Sales Invoice,JL.2026.13225,"",-1.0,105.0,PCS
"",ALFA INK CANON GI 71 MAGENTA,16/06/2026,Sales Invoice,JL.2026.13888,"A'AN HIDAYAT

082 269 480 100",-1.0,104.0,PCS
"",ALFA INK CANON GI 71 MAGENTA,16/06/2026,Sales Invoice,JL.2026.13939,"",-1.0,103.0,PCS
"",ALFA INK CANON GI 71 MAGENTA,17/06/2026,Sales Invoice,JL.2026.14007,"ARDIN

081 235 760 009",-1.0,102.0,PCS
"",ALFA INK CANON GI 71 MAGENTA,17/06/2026,Sales Invoice,JL.2026.14026,"",-1.0,101.0,PCS
"",ALFA INK CANON GI 71 YELLOW,31/05/2026,Saldo Awal,"","","",116.0,PCS
"",ALFA INK CANON GI 71 YELLOW,01/06/2026,Sales Invoice,JL.2026.13225,"",-1.0,115.0,PCS
"",ALFA INK CANON GI 71 YELLOW,16/06/2026,Sales Invoice,JL.2026.13888,"A'AN HIDAYAT

082 269 480 100",-1.0,114.0,PCS
"",ALFA INK CANON GI 71 YELLOW,16/06/2026,Sales Invoice,JL.2026.13922,"",-1.0,113.0,PCS
"",ALFA INK CANON GI 71 YELLOW,17/06/2026,Sales Invoice,JL.2026.14007,"ARDIN

081 235 760 009",-1.0,112.0,PCS
"",ALFA INK CANON GI 71 YELLOW,17/06/2026,Sales Invoice,JL.2026.14026,"",-1.0,111.0,PCS
"",ALFA INK CANON MAGENTA 100CC,31/05/2026,Saldo Awal,"","","",924.0,PCS
"",ALFA INK CANON MAGENTA 100CC,01/06/2026,Sales Invoice,JL.2026.12253,"",-1.0,923.0,PCS
"",ALFA INK CANON MAGENTA 100CC,01/06/2026,Sales Invoice,JL.2026.12315,"",-1.0,922.0,PCS
"",ALFA INK CANON MAGENTA 100CC,02/06/2026,Sales Invoice,JL.2026.12363,"",-1.0,921.0,PCS
"",ALFA INK CANON MAGENTA 100CC,02/06/2026,Sales Invoice,JL.2026.12382,"",-1.0,920.0,PCS
"",ALFA INK CANON MAGENTA 100CC,03/06/2026,Sales Invoice,JL.2026.12487,"",-2.0,918.0,PCS
"",ALFA INK CANON MAGENTA 100CC,03/06/2026,Sales Invoice,JL.2026.12510,"",-1.0,917.0,PCS
"",ALFA INK CANON MAGENTA 100CC,04/06/2026,Sales Invoice,JL.2026.12612,"",-4.0,913.0,PCS
"",ALFA INK CANON MAGENTA 100CC,04/06/2026,Sales Invoice,JL.2026.12617,"ABA YUDI

081 331 945 915",-1.0,912.0,PCS
"",ALFA INK CANON MAGENTA 100CC,05/06/2026,Sales Invoice,JL.2026.12656,"",-1.0,911.0,PCS
"",ALFA INK CANON MAGENTA 100CC,05/06/2026,Sales Invoice,JL.2026.12666,"",-1.0,910.0,PCS
"",ALFA INK CANON MAGENTA 100CC,05/06/2026,Sales Invoice,JL.2026.12705,"",-1.0,909.0,PCS
"",ALFA INK CANON MAGENTA 100CC,06/06/2026,Sales Invoice,JL.2026.12779,"",-1.0,908.0,PCS
"",ALFA INK CANON MAGENTA 100CC,07/06/2026,Sales Invoice,JL.2026.12866,"",-1.0,907.0,PCS
"",ALFA INK CANON MAGENTA 100CC,10/06/2026,Sales Invoice,JL.2026.13388,"BOLLY SILA

085 337 646 762",-1.0,906.0,PCS
"",ALFA INK CANON MAGENTA 100CC,11/06/2026,Sales Invoice,JL.2026.13402,"",-1.0,905.0,PCS
"",ALFA INK CANON MAGENTA 100CC,11/06/2026,Sales Invoice,JL.2026.13446,"",-1.0,904.0,PCS
"",ALFA INK CANON MAGENTA 100CC,11/06/2026,Sales Invoice,JL.2026.13461,"",-1.0,903.0,PCS
"",ALFA INK CANON MAGENTA 100CC,12/06/2026,Sales Invoice,JL.2026.13579,"",-3.0,900.0,PCS
"",ALFA INK CANON MAGENTA 100CC,14/06/2026,Sales Invoice,JL.2026.13723,"",-1.0,899.0,PCS
"",ALFA INK CANON MAGENTA 100CC,15/06/2026,Sales Invoice,JL.2026.13825,"",-1.0,898.0,PCS
"",ALFA INK CANON MAGENTA 100CC,15/06/2026,Sales Invoice,JL.2026.13831,"",-1.0,897.0,PCS
"",ALFA INK CANON MAGENTA 100CC,15/06/2026,Sales Invoice,JL.2026.13844,BARU BUAT,-50.0,847.0,PCS
"",ALFA INK CANON MAGENTA 100CC,16/06/2026,Sales Invoice,JL.2026.13883,"",-1.0,846.0,PCS
"",ALFA INK CANON MAGENTA 100CC,18/06/2026,Sales Invoice,JL.2026.14105,"",-1.0,845.0,PCS
"",ALFA INK CANON MAGENTA 100CC,19/06/2026,Sales Invoice,JL.2026.14169,085238342370,-1.0,844.0,PCS
"",ALFA INK CANON MAGENTA 100CC,19/06/2026,Sales Invoice,JL.2026.14179,"",-1.0,843.0,PCS
"",ALFA INK CANON YELLOW 100CC,31/05/2026,Saldo Awal,"","","",902.0,PCS
"",ALFA INK CANON YELLOW 100CC,01/06/2026,Sales Invoice,JL.2026.12253,"",-1.0,901.0,PCS
"",ALFA INK CANON YELLOW 100CC,01/06/2026,Sales Invoice,JL.2026.12315,"",-1.0,900.0,PCS
"",ALFA INK CANON YELLOW 100CC,02/06/2026,Sales Invoice,JL.2026.12363,"",-1.0,899.0,PCS
"",ALFA INK CANON YELLOW 100CC,02/06/2026,Sales Invoice,JL.2026.12382,"",-1.0,898.0,PCS
"",ALFA INK CANON YELLOW 100CC,03/06/2026,Sales Invoice,JL.2026.12487,"",-2.0,896.0,PCS
"",ALFA INK CANON YELLOW 100CC,03/06/2026,Sales Invoice,JL.2026.12510,"",-1.0,895.0,PCS
"",ALFA INK CANON YELLOW 100CC,04/06/2026,Sales Invoice,JL.2026.12612,"",-3.0,892.0,PCS
"",ALFA INK CANON YELLOW 100CC,04/06/2026,Sales Invoice,JL.2026.12617,"ABA YUDI

081 331 945 915",-1.0,891.0,PCS
"",ALFA INK CANON YELLOW 100CC,05/06/2026,Sales Invoice,JL.2026.12656,"",-1.0,890.0,PCS
"",ALFA INK CANON YELLOW 100CC,05/06/2026,Sales Invoice,JL.2026.12666,"",-1.0,889.0,PCS
"",ALFA INK CANON YELLOW 100CC,05/06/2026,Sales Invoice,JL.2026.12689,"",-1.0,888.0,PCS
"",ALFA INK CANON YELLOW 100CC,05/06/2026,Sales Invoice,JL.2026.12705,"",-1.0,887.0,PCS
"",ALFA INK CANON YELLOW 100CC,07/06/2026,Sales Invoice,JL.2026.12866,"",-1.0,886.0,PCS
"",ALFA INK CANON YELLOW 100CC,10/06/2026,Sales Invoice,JL.2026.13388,"BOLLY SILA

085 337 646 762",-1.0,885.0,PCS
"",ALFA INK CANON YELLOW 100CC,11/06/2026,Sales Invoice,JL.2026.13402,"",-1.0,884.0,PCS
"",ALFA INK CANON YELLOW 100CC,11/06/2026,Sales Invoice,JL.2026.13446,"",-1.0,883.0,PCS
"",ALFA INK CANON YELLOW 100CC,11/06/2026,Sales Invoice,JL.2026.13461,"",-1.0,882.0,PCS
"",ALFA INK CANON YELLOW 100CC,15/06/2026,Sales Invoice,JL.2026.13825,"",-1.0,881.0,PCS
"",ALFA INK CANON YELLOW 100CC,15/06/2026,Sales Invoice,JL.2026.13831,"",-1.0,880.0,PCS
"",ALFA INK CANON YELLOW 100CC,15/06/2026,Sales Invoice,JL.2026.13844,BARU BUAT,-50.0,830.0,PCS
"",ALFA INK CANON YELLOW 100CC,16/06/2026,Sales Invoice,JL.2026.13883,"",-1.0,829.0,PCS
"",ALFA INK CANON YELLOW 100CC,17/06/2026,Sales Invoice,JL.2026.14042,"",-1.0,828.0,PCS
"",ALFA INK CANON YELLOW 100CC,18/06/2026,Sales Invoice,JL.2026.14105,"",-1.0,827.0,PCS
"",ALFA INK CANON YELLOW 100CC,19/06/2026,Sales Invoice,JL.2026.14169,085238342370,-1.0,826.0,PCS
"",ALFA INK CANON YELLOW 100CC,19/06/2026,Sales Invoice,JL.2026.14179,"",-1.0,825.0,PCS
"",ALFA INK CATRIDGE TONER 285A,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",ALFA INK ECO TANK EPSON BLACK,31/05/2026,Saldo Awal,"","","",218.0,PCS
"",ALFA INK ECO TANK EPSON BLACK,02/06/2026,Sales Invoice,JL.2026.12415,"",-2.0,216.0,PCS
"",ALFA INK ECO TANK EPSON BLACK,03/06/2026,Sales Invoice,JL.2026.12512,"",-1.0,215.0,PCS
"",ALFA INK ECO TANK EPSON BLACK,03/06/2026,Sales Invoice,JL.2026.12512,"",-1.0,214.0,PCS
"",ALFA INK ECO TANK EPSON BLACK,08/06/2026,Sales Invoice,JL.2026.12917,"",-2.0,212.0,PCS
"",ALFA INK ECO TANK EPSON BLACK,09/06/2026,Sales Invoice,JL.2026.13040,"",-1.0,211.0,PCS
"",ALFA INK ECO TANK EPSON BLACK,09/06/2026,Sales Invoice,JL.2026.13120,"",-4.0,207.0,PCS
"",ALFA INK ECO TANK EPSON BLACK,10/06/2026,Sales Invoice,JL.2026.13305,"",-2.0,205.0,PCS
"",ALFA INK ECO TANK EPSON BLACK,10/06/2026,Sales Invoice,JL.2026.13307,"",-1.0,204.0,PCS
"",ALFA INK ECO TANK EPSON BLACK,10/06/2026,Sales Invoice,JL.2026.13336,"",-1.0,203.0,PCS
"",ALFA INK ECO TANK EPSON BLACK,13/06/2026,Sales Invoice,JL.2026.13614,"",-1.0,202.0,PCS
"",ALFA INK ECO TANK EPSON BLACK,14/06/2026,Sales Invoice,JL.2026.13739,"",-2.0,200.0,PCS
"",ALFA INK ECO TANK EPSON BLACK,16/06/2026,Sales Invoice,JL.2026.13920,"",-1.0,199.0,PCS
"",ALFA INK ECO TANK EPSON BLACK,17/06/2026,Sales Invoice,JL.2026.14011,"",-1.0,198.0,PCS
"",ALFA INK ECO TANK EPSON BLACK,20/06/2026,Sales Invoice,JL.2026.14250,"",-1.0,197.0,PCS
"",ALFA INK ECO TANK EPSON CYAN,31/05/2026,Saldo Awal,"","","",338.0,PCS
"",ALFA INK ECO TANK EPSON CYAN,03/06/2026,Sales Invoice,JL.2026.12512,"",-1.0,337.0,PCS
"",ALFA INK ECO TANK EPSON CYAN,09/06/2026,Sales Invoice,JL.2026.13120,"",-1.0,336.0,PCS
"",ALFA INK ECO TANK EPSON CYAN,13/06/2026,Sales Invoice,JL.2026.13614,"",-1.0,335.0,PCS
"",ALFA INK ECO TANK EPSON CYAN,14/06/2026,Sales Invoice,JL.2026.13739,"",-1.0,334.0,PCS
"",ALFA INK ECO TANK EPSON LC,31/05/2026,Saldo Awal,"","","",7.0,PCS
"",ALFA INK ECO TANK EPSON LM,31/05/2026,Saldo Awal,"","","",4.0,PCS
"",ALFA INK ECO TANK EPSON MAGENTA,31/05/2026,Saldo Awal,"","","",210.0,PCS
"",ALFA INK ECO TANK EPSON MAGENTA,03/06/2026,Sales Invoice,JL.2026.12512,"",-1.0,209.0,PCS
"",ALFA INK ECO TANK EPSON MAGENTA,09/06/2026,Sales Invoice,JL.2026.13120,"",-1.0,208.0,PCS
"",ALFA INK ECO TANK EPSON MAGENTA,13/06/2026,Sales Invoice,JL.2026.13614,"",-1.0,207.0,PCS
"",ALFA INK ECO TANK EPSON MAGENTA,14/06/2026,Sales Invoice,JL.2026.13739,"",-1.0,206.0,PCS
"",ALFA INK ECO TANK EPSON MAGENTA,17/06/2026,Sales Invoice,JL.2026.14011,"",-1.0,205.0,PCS
"",ALFA INK ECO TANK EPSON YELLOW,31/05/2026,Saldo Awal,"","","",159.0,PCS
"",ALFA INK ECO TANK EPSON YELLOW,03/06/2026,Sales Invoice,JL.2026.12512,"",-1.0,158.0,PCS
"",ALFA INK ECO TANK EPSON YELLOW,09/06/2026,Sales Invoice,JL.2026.13120,"",-1.0,157.0,PCS
"",ALFA INK ECO TANK EPSON YELLOW,13/06/2026,Sales Invoice,JL.2026.13614,"",-1.0,156.0,PCS
"",ALFA INK ECO TANK EPSON YELLOW,14/06/2026,Sales Invoice,JL.2026.13739,"",-1.0,155.0,PCS
"",ALFA INK EPSON SUBLIM BLACK 100ML,31/05/2026,Saldo Awal,"","","",2.0,PCS
"",ALFA INK EPSON SUBLIM CYAN 100ML,31/05/2026,Saldo Awal,"","","",5.0,PCS
"",ALFA INK EPSON SUBLIM MAGENTA 100ML,31/05/2026,Saldo Awal,"","","",5.0,PCS
"",ALFA INK EPSON SUBLIM YELLOW 100ML,31/05/2026,Saldo Awal,"","","",3.0,PCS
"",ALFA INK KERTAS FOTO GLOSSY LITE A4 210 GSM,31/05/2026,Saldo Awal,"","","",229.0,PCS
"",ALFA INK KERTAS FOTO GLOSSY LITE A4 210 GSM,15/06/2026,Sales Invoice,JL.2026.13862,"",-1.0,228.0,PCS
"",ALFA INK KERTAS FOTO GLOSSY LITE A4 210 GSM,16/06/2026,Sales Invoice,JL.2026.13948,"",-1.0,227.0,PCS
"",ALFA INK KERTAS FOTO GLOSSY LITE A4 210 GSM,17/06/2026,Sales Invoice,JL.2026.13983,"",-2.0,225.0,PCS
"",ALFA INK KERTAS FOTO RC GLOSY 4R,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",ALFA INK KERTAS FOTO RC SATIN 260G,31/05/2026,Saldo Awal,"","","",64.0,PCS
"",ALFA INK KERTAS FOTO RC SATIN 260G,03/06/2026,Sales Invoice,JL.2026.12524,"",-5.0,59.0,PCS
"",ALFA INK KERTAS FOTO RC SILKY A3,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",ALFA INK KERTAS FOTO SILKY GLOSSY,31/05/2026,Saldo Awal,"","","",226.0,PCS
"",ALFA INK KERTAS FOTO SILKY GLOSSY,02/06/2026,Sales Invoice,JL.2026.12415,"",-1.0,225.0,PCS
"",ALFA INK KERTAS FOTO SILKY GLOSSY,03/06/2026,Sales Invoice,JL.2026.12524,"",-1.0,224.0,PCS
"",ALFA INK KERTAS FOTO SILKY GLOSSY,05/06/2026,Sales Invoice,JL.2026.12687,"",-1.0,223.0,PCS
"",ALFA INK KERTAS FOTO SILKY GLOSSY,07/06/2026,Sales Invoice,JL.2026.12832,"",-1.0,222.0,PCS
"",ALFA INK KERTAS FOTO SILKY GLOSSY,08/06/2026,Sales Invoice,JL.2026.12973,"",-1.0,221.0,PCS
"",ALFA INK KERTAS FOTO SILKY GLOSSY,09/06/2026,Sales Invoice,JL.2026.13089,"",-6.0,215.0,PCS
"",ALFA INK KERTAS FOTO SILKY GLOSSY,10/06/2026,Sales Invoice,JL.2026.13357,"",-2.0,213.0,PCS
"",ALFA INK KERTAS FOTO SILKY GLOSSY,11/06/2026,Sales Invoice,JL.2026.13435,"",-1.0,212.0,PCS
