Gudang,Kode Produk,Nama Produk,Qty,Min. Qty,Satuan Produk,Harga Rata-rata,Nilai Persediaan
Unassigned,,ADAPTOR ASUS 19V 6.32A 5.5 X 2.5,2,1,PCS,275000,550000
Unassigned,,ADAPTOR ASUS 20V 3.25A USB-C,0,1,PCS,170000,0
Unassigned,,ADAPTOR ASUS 20V 325A CL TYPE C,15,1,PCS,122077.922078,1831168.8311700001
Unassigned,,ADAPTOR ASUS 20V 7.5A 6.0 X 3.7,2,1,PCS,260000,520000
Unassigned,,ADAPTOR ASUS 3.42A (A407),38,30,PCS,81720.474757,3105378.0407660003
Unassigned,,ADAPTOR ASUS GAMING 20V 9A 6.0 X 3.7,0,1,PCS,310000,0
Unassigned,,ADAPTOR ASUS KW,42,3,PCS,75000,3150000
Unassigned,,ADAPTOR ASUS ROG 20V 10A 6.0 X 3.7,1,1,PCS,310000,310000
Unassigned,,ADAPTOR ASUS TUF 20V 7.5A,1,1,PCS,265000,265000
Unassigned,,ADAPTOR ASUS TUF 20V 9A 6.0 X 3.7,0,1,PCS,310000,0
Unassigned,,ADAPTOR CCTV LG / SAMSUNG / DF12V #,27,20,PCS,39454.545455,1065272.727285
Unassigned,,ADAPTOR CCTV SAMSUNG 12V 5 A,2,1,PCS,71680.555556,143361.111112
Unassigned,,ADAPTOR DATAFAST 12V 5 A,45,1,PCS,45000,2025000
Unassigned,,"ADAPTOR DELL 19,5 3.34A 4.5 X 3.0",1,1,PCS,100000,100000
Unassigned,,"ADAPTOR DELL 19,5 3.34A 7.4X5.0 BS",0,1,PCS,90000,0
Unassigned,,"ADAPTOR DELL 19,5V 2.31A",0,1,PCS,95000,0
Unassigned,,"ADAPTOR DELL 19,5V 3.34A 4.5*3.0 K",0,1,PCS,95000,0
Unassigned,,"ADAPTOR DELL 19,5V 3.34A 7.4*5.0 B",1,1,PCS,165000,165000
Unassigned,,"ADAPTOR HP 19,5 - 6.15A 7.4X5.0 120W",0,1,PCS,230000,0
Unassigned,,"ADAPTOR HP 19,5V 615A 7.4X5.0 PS",0,1,UNIT,310000,0
Unassigned,,ADAPTOR HP 19V 3.5A (BUNDAR JARUM),15,15,PCS,66513.637591,997704.5638650001
Unassigned,,ADAPTOR HP BIRU 19.5V 3.33A,27,20,PCS,70000,1890000
Unassigned,,"ADAPTOR HP BUNDAR JARUM 19,5V 3.33A  7.4 X 5.0",0,1,PCS,85000,0
Unassigned,,ADAPTOR HP MINI,0,1,PCS,80000,0
Unassigned,,"ADAPTOR LENOVO 19,5V - 6.15A USB KM",0,1,PCS,210000,0
Unassigned,,"ADAPTOR LENOVO 19,5V 6.32A USB",2,1,PCS,230000,460000
Unassigned,,ADAPTOR LENOVO 20V 3.25A (S),53,20,PCS,75014.780654,3975783.374662
Unassigned,,ADAPTOR LENOVO 20V 4.5 USB,6,1,PCS,90000,540000
Unassigned,,ADAPTOR LENOVO 20V 4.5A 7.9*6.6 (BULAT BESAR KUNING) JB,13,1,PCS,75000,975000
Unassigned,,ADAPTOR LENOVO 20V 6A USB,0,1,PCS,250000,0
Unassigned,,ADAPTOR LENOVO TYPE C 20V 3.25A,20,1,PCS,111818.181818,2236363.63636
Unassigned,,ADAPTOR LENOVO USB 20V - 3.25A #,38,10,PCS,70384.436356,2674608.581528
Unassigned,,ADAPTOR MONITOR LG,9,6,PCS,116151.934093,1045367.406837
Unassigned,,ADAPTOR MONITOR SAMSUNG,5,1,PCS,153400,767000
Unassigned,,ADAPTOR NVR,0,1,PCS,110000,0
Unassigned,,ADAPTOR PRINTER BLUE PRINT LITE 80L,0,1,PCS,130000,0
Unassigned,,ADAPTOR PRINTER CANON G SERIES,1,1,PCS,285000,285000
Unassigned,,ADAPTOR PRINTER EPSON L360 / L120,10,1,PCS,61481.777778,614817.77778
Unassigned,,"ADAPTOR SAMSUNG 12V 2,5A",14,1,PCS,36000,504000
Unassigned,,ADAPTOR SAMSUNG 19V,0,1,PCS,75000,0
Unassigned,,ADAPTOR SONY,1,1,PCS,100000,100000
Unassigned,,ADAPTOR SWICTH LAN TPLINK 5V 0.6A,2,1,PCS,30000,60000
Unassigned,,ADAPTOR TOSHIBA (ORI),33,50,PCS,55318.19938,1825500.5795399998
Unassigned,,ADAPTOR TOSHIBA / ASUS  (K),0,10,PCS,60000,0
Unassigned,,ADAPTOR UNIVERSAL,37,20,PCS,55401.251908,2049846.320596
Unassigned,,ADF UNIT L5290,0,1,PCS,1250000,0
Unassigned,,ADVAN SOULMATE X1 L25D - DALI1 AMD ATHLON 3020E 4GB DDR4 128GB WIN 11,0,1,UNIT,3590000,0
Unassigned,,ADVAN SOULMATE X1 L25D - DALI1 AMD ATHLON 3020E 4GB DDR4 128GB WIN 11 TP,1,1,UNIT,3590000,3590000
Unassigned,,ADVAN WORKMATE L25C R531S AMD RYZEN 5 3500U 8GB 256GB WIN 11,0,1,UNIT,5720000,0
Unassigned,,ADVAN WORKPLUS H1 - I5AD2 INTEL CORE i5-12600H 24GB 512GB SSD INTEL IRIS XE GRAPHICS WIN 11,0,1,UNIT,7130000,0
Unassigned,,ADVANCE WORK PLUS WINDOWS RYZEN 5 6600H 16GB 512GB SSD #,0,1,UNIT,6390000,0
Unassigned,,AIO ACER ACX24 INTEL CORE i3 -  1215U 8GB 512GB SSD WIN 11,0,1,UNIT,8490000,0
Unassigned,,AIO Acer Aspire C22-1800 i3 1305U 8GB 512GB 21.5 FHD W11 @,0,0,UNIT,6990000,0
Unassigned,,AIO ACER C20 830 INTEL CEL J4005 NO DVD WIN10,0,1,UNIT,4763125,0
Unassigned,,AIO ACER C22 1700 Ci3-1215U 8GB 512GB SSD WIN 11,0,1,UNIT,7090000,0
Unassigned,,AIO ACER C22 1700 Ci5 - 1235U 8GB 512GB SSD INTEL IRIS XE W11,0,1,UNIT,9175000,0
Unassigned,,AIO ACER C22 1800 Intel Core i5 13420H 8GB 512GB SSD W11,0,1,UNIT,9850000,0
Unassigned,,AIO ACER C22 960 CORE I3 1005G1 4GB 1TB W10,0,1,UNIT,6740000,0
Unassigned,,AIO ACER C22-1650 Ci3-1115G4 4GB 1TB WIN10,0,1,UNIT,7316000,0
Unassigned,,AIO ACER C22-1800 Intel Core i3-1305U 8GB 512GB TP,0,0,PCS,6735000,0
Unassigned,,AIO ACER C24 - 1650 CI3 1115G4 4GB 512GB SSD,0,1,UNIT,7390000,0
Unassigned,,AIO ACER C24 1751 CI7 - 1260P 8GB 512GB SSD MX 550 2GB WIN 11 #,0,1,UNIT,12895000,0
Unassigned,,AIO ACER C24 960 INTEL CORE I3 1011U W10,0,1,UNIT,6640000,0
Unassigned,,AIO ACER C24 Ci7-1260P 8GB 512GB SSD MX 550 2GB WIN 11 TOUCH SCREEN #,0,1,UNIT,16245000,0
Unassigned,,AIO ACER C24-1650 Ci5-1135G7 8GB 1TB HDD WIN10,0,1,UNIT,10200000,0
Unassigned,,AIO ACER C24-1800 Ci3-1306U 8GB 512GB SSD WIN 11,0,1,UNIT,7945000,0
Unassigned,,AIO ADVAN FORCE ONE MAX A25B - I5AD2 INTEL CORE I5 1235U 16GB DDR4 512GB INTEL IRIS XE GRAPHICS WIN 11,0,1,UNIT,9090000,0
Unassigned,,AIO ADVAN PC A-8S5-AA58S05B INTEL CORE I5-1235U 8GB 512GB SSD WIN 11,0,1,UNIT,8190000,0
Unassigned,,AIO ASUS A3202 Ci3-1215U 8GB 256GB SSD WIN 11 #,0,1,UNIT,6670000,0
Unassigned,,AIO ASUS A3202 Ci3-1215U 8GB 256GB SSD WIN 11 DY,0,1,UNIT,6700000,0
Unassigned,,AIO ASUS A3202 CI5 1235U 8GB 512GB SSD 21.5 WIN 11 #,0,1,UNIT,9150000,0
Unassigned,,AIO ASUS A3202WBAK Ci3-1215U 8GB 512GB SSD WIN 11 #,0,1,UNIT,6800000,0
Unassigned,,"AIO ASUS A3202WBAK CI3-1215U 8GB 512GB SSD WIN 11 21,5 INCS",0,1,UNIT,6835000,0
Unassigned,,"AIO ASUS A3202WBAK INTEL 7305 8GB 256GB SSD 21,5"" WIN 11 #",0,1,UNIT,5790000,0
Unassigned,,AIO ASUS A3202WBAK INTEL 7305 8GB 256GB SSD WIN 11 TP,0,1,UNIT,4995000,0
Unassigned,,"AIO ASUS A3202WBAK INTEL 7305 8GB 512GB SSD 21,5"" WIN 11 #",2,1,UNIT,5990000,11980000
Unassigned,,AIO ASUS A320WBAK CI5-1235U 8GB 512GB SSD WIN 11 #,0,1,UNIT,10100000,0
Unassigned,,AIO ASUS A3402 Ci5-1235U 2X8GB 512GB SSD WIN 11 #,0,1,UNIT,9770900,0
Unassigned,,"AIO ASUS E3202WVAK i3 - 1315U 16GB 512GB 21,5 WIN 11",0,1,UNIT,8600000,0
Unassigned,,AIO ASUS E3402WVAK CORE I7 1335U 8GB 512GB 24 INCH W11,0,0,UNIT,12900000,0
Unassigned,,"AIO ASUS E3402WVAK i5-1335U 512GB SSD 23,8",0,1,UNIT,9750000,0
Unassigned,,"AIO ASUS E402WBAK CORE I7 1255U 8GB 512GB SSD 23,8"" #",0,1,UNIT,12600000,0
Unassigned,,"AIO ASUS ETAA3402WVAK Ci3 - 1315U 8GB 512GB SSD 23,8"" WIN 11 #",0,1,UNIT,7710000,0
Unassigned,,AIO ASUS EXPERT CENTER P400 CORE 3 100U 8GB 512GB SSD WIN 11,1,1,UNIT,8490000,8490000
Unassigned,,AIO ASUS EXPERT CENTER P400 P440VAK INTEL CORE i7 - 13620H 8GB DDR5 512GB SSD WIN 11,0,1,UNIT,12870000,0
Unassigned,,AIO ASUS EXPERT CENTER P400 P440VAK INTEL CORE i7 - 13620H 8GB DDR5 512GB SSD WIN 11 TP,0,1,UNIT,12870000,0
Unassigned,,AIO ASUS EXPERT CENTRE P400 P440VAK INTEL CORE i3 - 1315U 8GB DDR5 256GB SSD WIN 11,0,1,UNIT,7240000,0
Unassigned,,AIO ASUS EXPERT CENTRE P400 P440VAK INTEL CORE i3-1315U 8GB DDR5 512GB SSD WIN 11  #,0,1,UNIT,8100000,0
Unassigned,,AIO ASUS ExpertCenter P400 P440VAK-B3850WS-90PT03X5-M01390 Intel Core i3-1315U 8GB 512SSD W11 Home + OHS 2024 + Microsoft 365 Black,0,1,UNIT,7410000,0
Unassigned,,AIO ASUS ExpertCenter P440VAK B5151WS intel Core i5 13420H 16GB 512GB W11,0,1,UNIT,10400000,0
Unassigned,,AIO ASUS M241 DAK AMD RYZEN,0,1,UNIT,6665000,0
Unassigned,,"AIO ASUS P440VAK  I5 13420H 8GB 512GB SSD 23,8"" FHD WIN 11",0,1,UNIT,9725000,0
Unassigned,,"AIO ASUS P440VAT-I7U7W5W-HM i7 13650H WIN 11 23.8"" FHD",0,1,UNIT,16675000,0
Unassigned,,AIO ASUS V222FAK BA341T CI3 4GB 1TB WIN10 (BLACK),0,1,UNIT,6410000,0
Unassigned,,AIO ASUS V222FAK CI3-10110U 4GB 256GB SSD US,0,1,UNIT,6675000,0
Unassigned,,AIO ASUS V222FAK-BA3411W Ci3-10110U 4GB 1TB HDD + 128GB SSD,0,1,UNIT,7365000,0
Unassigned,,AIO ASUS V222FAK-BA341T CI3 -10110U 4GB 1TB W10 BLACK,0,1,UNIT,6570000,0
Unassigned,,AIO ASUS V222FAK-WA341T CI3 - 10110U 4GB 1TB W10 WHITE,0,1,UNIT,6440000,0
Unassigned,,AIO ASUS V222FBK BA541T CI5 10210U 4GB 1TB VGA MX 110,0,1,UNIT,8800000,0
Unassigned,,AIO ASUS V222FBK WA541T CI5 10210U 4GB 1TB VGA MX 110,0,1,UNIT,8800000,0
Unassigned,,AIO ASUS V22FAK CI5-10210U 4GB 256GB SSD WIN 11 DK,0,1,UNIT,8885000,0
Unassigned,,AIO ASUS V241FAK-WA541T-90PT0291 CI5-8265U,0,3,UNIT,8640000,0
Unassigned,,AIO ASUS V241FAT-WA341T-90PT0291-M07510 Ci3-8145U,0,1,UNIT,8100000,0
Unassigned,,AIO ASUS V241FFK WA541T 90PT02A1 CI 5 8265U,0,1,UNIT,9005000,0
Unassigned,,AIO ASUS V241FTT-BA7811TS Ci7-8565U 8GB 1TB HDD + 128GB SSD WIN10,0,1,UNIT,15315000,0
Unassigned,,AIO ASUS V400 V440VAK Intel Core i3 1315H 8GB DDR5 512GB SSD W11,0,1,UNIT,7145000,0
Unassigned,,AIO DELL INSPIRON 5400 Ci5-1135G7 8GB 256GB SSD + 1TB,0,1,UNIT,11110000,0
Unassigned,,"AIO HP 200 PRO G4 CI3 10110U 4GB 1TB 21,5 INCS",0,1,UNIT,6345000,0
Unassigned,,AIO HP 205 G3 AMD A4 - 9125 / 500GB / DDR4 4GB / DVD / WIN10,0,1,UNIT,4450000,0
Unassigned,,AIO HP 22 - df0145d - 1V7D8AA INTEL J4025 4GB 1TB HDD W10,0,1,UNIT,5365000,0
Unassigned,,AIO HP 22 DD2010D CI3-1215U 4GB 512GB SSD WIN 11,0,1,UNIT,7890000,0
Unassigned,,AIO HP 22 DF0144D 1V7D7A CEL J4025 4GB 1TB HDD W10 NW,0,1,UNIT,5600000,0
Unassigned,,AIO HP 22 INTEL J4025 4GB 256GB SSD DVD RW WIN 11 #,0,1,UNIT,5550000,0
Unassigned,,AIO HP 22 N100 8GB 512GB SSD WIN 11,0,1,UNIT,6095000,0
Unassigned,,AIO HP 24 Ci5-1135G7 8GB 512GB SSD INTEL IRIS XE DVDRW WIN 11 #,0,1,UNIT,9445000,0
Unassigned,,AIO HP 24 CI5-1235U 8GB 512GB SSD WIN 11 ID,0,1,UNIT,10940000,0
Unassigned,,AIO HP 24 CR1125D ULTRA 5 125U 16GB 512GB SSD WIN 11 TOUCH,0,1,UNIT,13980000,0
Unassigned,,AIO HP ENVY MOVE 24-CS003D INTEL CORE i5 - 1335U 16GB 1TB SSD WIN 11 TOUCH,0,1,UNIT,14790000,0
Unassigned,,AIO HP PRO 205 G4-1M9P7PA AMD ATHLON SILVER 3050U 4GB 1TB,0,1,UNIT,5970000,0
Unassigned,,"AIO HP PRO ONE 240 G10 CORE I3 - N300 8GB 512GB SSD 23.8"" WIN 11",2,1,UNIT,7800000,15600000
Unassigned,,AIO LENOVO 330 201GM CEL J4025 4GB 500GB HDD W10 WHITE,0,1,UNIT,4049624.06015,0
Unassigned,,AIO LENOVO A100 INTEL N100 8GB 512GB SSD 24 INCS WIN 11,1,1,UNIT,6516666.666667,6516666.666667
Unassigned,,"AIO LENOVO A100 INTEL N100 8GB DDR4 512GB SSD 24"" TP",0,1,UNIT,4490000,0
Unassigned,,AIO LENOVO A100-F0J6005EID Intel Core i3-N305 8GB DDR4 512GB SSD Cloud Grey,0,1,UNIT,5940000,0
Unassigned,,AIO LENOVO A340-22IWL-F0EB00DCID Ci3-10110U,0,1,UNIT,6415000,0
Unassigned,,"AIO LENOVO I3-10110U 4GB 1TB 21,5""",0,1,UNIT,6415000,0
Unassigned,,AIO LENOVO IDEACENTRE 24IRH9 Ci5 13420H 8GB DDR5 512GB SSD WIN 11,0,1,UNIT,9800000,0
Unassigned,,AIO LENOVO IDEACENTRE 3  24 INCS Ci3-1215U 8GB 512GB SSD #,0,1,UNIT,6490000,0
Unassigned,,AIO LENOVO IDEACENTRE 3 22IAP7 CI3-1215U 8GB 256GB SSD #,0,1,UNIT,6800000,0
Unassigned,,AIO LENOVO IDEACENTRE 3 22IAP7 Ci5-12450H 8GB 512GB SSD,0,1,UNIT,8580000,0
Unassigned,,AIO LENOVO IDEACENTRE 3 22IAP7 CORE I5 - 12450H 8GB 512GB SSD,0,1,UNIT,8380000,0
Unassigned,,AIO LENOVO IDEACENTRE 3 24IMB05 CI5-10400T 2X 4GB 512GB SSD,0,1,UNIT,10395000,0
Unassigned,,AIO LENOVO IDEACENTRE 3 AMD 3020 4GB 1TB DVD RW,0,1,UNIT,5480000,0
Unassigned,,AIO LENOVO IDEACENTRE 3 AMD 3020E 8GB 256GB SSD WIN 11,0,1,UNIT,5490000,0
Unassigned,,AIO LENOVO IDEACENTRE 3 AMD ATHLON SILVER 3050U 2X4GB 512GB SSD WIN 11,0,1,UNIT,6020000,0
Unassigned,,AIO LENOVO IDEACENTRE 3 CI3-1115G4 4GB 256GB SSD WIN11,0,1,UNIT,7330000,0
Unassigned,,AIO LENOVO IDEACENTRE 3 CI3-1115G4 4GB 512GB SSD DVDRW,0,1,UNIT,7325000,0
Unassigned,,AIO LENOVO IDEACENTRE 3 CI5 - 12450H 8GB 512GB SSD INTEL IRIS XE,0,1,UNIT,9535000,0
Unassigned,,AIO LENOVO IDEACENTRE 3 Ci5 - 1245H 8GB + 4GB 512GB SSD,0,1,UNIT,9425000,0
Unassigned,,AIO LENOVO IDEACENTRE 3 Ci7-13620H 8GB 512GB SSD DVD RW WIN 11,0,1,UNIT,13695000,0
Unassigned,,AIO LENOVO IDEAPAD CENTRE 3 22ADA05-F0EX0055ID AMD RYZEN 3 3250 8GB 1TB HDD W10 HOME,0,1,UNIT,7574000,0
Unassigned,,AIO LENOVO IDEAPAD CENTRE 3 CI5-1135G7 4GB 512GB SSD INTEL IRIS XE WHITE EN,0,1,UNIT,9698000,0
Unassigned,,AIO LENOVO THINCENTRE NEO 50A 24 GEN 5 12SCA04KID INTEL CORE i7 - 13620H 16GB 1TB WIN 11,0,1,UNIT,13600000,0
Unassigned,,AIO LENOVO THINK CENTRE NEO 30A 24-12CEA03NID Ci7-1260P 8GB 512GB SSD DVD RW WIN 11 DY,0,1,UNIT,11895000,0
Unassigned,,AIO LENOVO ThinkCentre neo Gen 5 Core i7 13620H 16GB 1TB SSD W11,0,1,UNIT,13600000,0
Unassigned,,"AIO LENOVO V130-201GM J4025 1TB 4GB DVDRW 19.5""",0,1,UNIT,4118452.380953,0
Unassigned,,"AIO LENOVO V30A-0AID Ci3 - 1005G1 8GB 256GB SSD 23'8"" WIN 11",0,1,UNIT,6800000,0
Unassigned,,"AIO LENOVO V30A-0AID Ci3 - 1005G1 8GB 512GB SSD 23'8"" WIN 11",0,1,UNIT,7650000,0
Unassigned,,AIO LENOVO V30A-22IIL CI5 - 1035G1 8GB 1TB HDD DVD RW WIN 11,0,1,UNIT,8975000,0
Unassigned,,AIO LENOVO V50A 22IMB-11FN009TIA CI5-10400T 8GB 1TB,0,1,UNIT,8240000,0
Unassigned,,AIO LENOVO V50A 24IMB i5-10400T 8GB 512GB SSD WIN 10 PRO RAVEN BLACK (TOUCHSCREEN) UT,0,1,UNIT,9495000,0
Unassigned,,ALAT PRES MUG,0,1,UNIT,1000000,0
Unassigned,,ALAT PRES MUG DAN TUMBLER,0,1,UNIT,1450000,0
Unassigned,,ALAT PRES PIN 2 MULDING PAKET,0,1,UNIT,3300000,0
Unassigned,,ALAT PRES TOPI,0,1,UNIT,2200000,0
Unassigned,,ALAT TEMBAK CATRIDGE,3,1,PCS,28023.4,84070.20000000001
Unassigned,,ALBUM DLB 10 H,87,1,PCS,56000,4872000
Unassigned,,ALBUM DLB LUBANG B,0,1,PCS,59000,0
Unassigned,,ALBUM DLBT BESAR,21,1,PCS,80000,1680000
Unassigned,,ALBUM DLK LUBANG  K,13,1,PCS,55000,715000
Unassigned,,ALBUM LNB 10 - LUBANG NW,0,1,PCS,67000,0
Unassigned,,ALBUM PHOTO LULU (26X32CM),0,1,PCS,59559.055118,0
Unassigned,,ALFA INK ART PAPER BLACK,10,5,PCS,89368.181818,893681.81818
Unassigned,,ALFA INK ART PAPER CYAN,18,5,PCS,83950,1511100
Unassigned,,ALFA INK ART PAPER MAGENTA,16,5,PCS,83950,1343200
Unassigned,,ALFA INK ART PAPER YELLOW,14,5,PCS,83950,1175300
Unassigned,,ALFA INK BLACK TONER 150 GRAM HP,3,1,PCS,57000,171000
Unassigned,,ALFA INK BLACK TONER HP 70 GR,1,20,PCS,22050,22050
Unassigned,,ALFA INK CANON 250ML BLACK,2,1,PCS,59450,118900
Unassigned,,ALFA INK CANON 250ML CYAN,0,1,PCS,59450,0
Unassigned,,ALFA INK CANON 250ML MAGENTA,2,1,PCS,59450,118900
Unassigned,,ALFA INK CANON 250ML YELLOW,2,1,PCS,59450,118900
Unassigned,,ALFA INK CANON BLACK 100CC,895,500,PCS,28345.560013,25369276.211634997
Unassigned,,ALFA INK CANON CYAN 100CC,678,300,PCS,27483.944626,18634114.456428
Unassigned,,ALFA INK CANON GI 71 BLACK,367,30,PCS,33500,12294500
Unassigned,,ALFA INK CANON GI 71 CYAN,102,30,PCS,33500,3417000
Unassigned,,ALFA INK CANON GI 71 MAGENTA,101,30,PCS,33500,3383500
Unassigned,,ALFA INK CANON GI 71 YELLOW,111,30,PCS,33500,3718500
Unassigned,,ALFA INK CANON MAGENTA 100CC,843,300,PCS,27445.944529,23136931.237947002
Unassigned,,ALFA INK CANON YELLOW 100CC,825,300,PCS,27463.829515,22657659.349875
Unassigned,,ALFA INK CATRIDGE TONER 285A,0,5,PCS,264818.181818,0
Unassigned,,ALFA INK ECO TANK EPSON BLACK,197,50,PCS,37497.108249,7386930.325053
Unassigned,,ALFA INK ECO TANK EPSON CYAN,334,50,PCS,37096.06573,12390085.953820001
Unassigned,,ALFA INK ECO TANK EPSON LC,7,5,PCS,37500,262500
Unassigned,,ALFA INK ECO TANK EPSON LM,4,5,PCS,37500,150000
Unassigned,,ALFA INK ECO TANK EPSON MAGENTA,205,50,PCS,37361.905424,7659190.611919999
Unassigned,,ALFA INK ECO TANK EPSON YELLOW,155,50,PCS,37474.643913,5808569.806515
Unassigned,,ALFA INK EPSON SUBLIM BLACK 100ML,2,5,PCS,69000,138000
Unassigned,,ALFA INK EPSON SUBLIM CYAN 100ML,5,5,PCS,65500,327500
Unassigned,,ALFA INK EPSON SUBLIM MAGENTA 100ML,5,5,PCS,57383.838383,286919.19191500003
Unassigned,,ALFA INK EPSON SUBLIM YELLOW 100ML,3,5,PCS,58222.222222,174666.66666599998
Unassigned,,ALFA INK KERTAS FOTO GLOSSY LITE A4 210 GSM,225,50,PCS,12500,2812500
Unassigned,,ALFA INK KERTAS FOTO RC GLOSY 4R,0,3,PCS,76000,0
Unassigned,,ALFA INK KERTAS FOTO RC SATIN 260G,59,50,PCS,37765.933947,2228190.102873
Unassigned,,ALFA INK KERTAS FOTO RC SILKY A3,0,5,PCS,89000,0
Unassigned,,ALFA INK KERTAS FOTO SILKY GLOSSY,115,1,PCS,42359.679267,4871363.115705
Unassigned,,ALFA INK KERTAS FOTO STIKER GLOSSY LITE 125GSM,96,50,PCS,12500,1200000
Unassigned,,ALFA INK KERTAS THERMAL 80 X 80,426,1,PCS,9750,4153500
Unassigned,,ALFA INK L SERIES EPSON BLACK,29,65,PCS,32492.482769,942282.000301
Unassigned,,ALFA INK L SERIES EPSON CYAN,194,50,PCS,32136.506022,6234482.168268001
Unassigned,,ALFA INK L SERIES EPSON MAGENTA,237,50,PCS,32419.256789,7683363.858992999
Unassigned,,ALFA INK L SERIES EPSON YELLOW,200,50,PCS,32178.556786,6435711.3572
Unassigned,,ALFA INK LEM KERTAS PVAC PUTIH 150 GR,90,30,PCS,6212.058212,559085.23908
Unassigned,,ALFA INK PAPER  THERMAL 57 X 47,10,1,PCS,0,0
Unassigned,,ALFA INK PAPER THERMAL 57 X 30,5500,1,PCS,1394.300421,7668652.3155
Unassigned,,ALFA INK PAPER THERMAL PERMIUM 57 X 30,2,1,PCS,0,0
Unassigned,,ALFA INK PAPER THERMAL PERMIUM 57 X 47,2,1,PCS,0,0
Unassigned,,ALFA INK PARFUM,7,1,PCS,19000,133000
Unassigned,,ALFA INK PARFUM BIRU GLITER SAPPHIRE ANGEL,4,1,PCS,25998.285714,103993.142856
Unassigned,,ALFA INK PARFUM HIJAU GLITER EMERALD FOREST,62,1,PCS,26000,1612000
Unassigned,,ALFA INK PARFUM KUNING GLITER GOLDEN SUNSET,21,1,PCS,26000,546000
Unassigned,,ALFA INK PARFUM PINK GLITER RUBY ACE,18,1,PCS,25959.925789,467278.664202
Unassigned,,ALFA INK PRINTER THERMAL BLUETOOTH,0,1,PCS,375000,0
Unassigned,,ALFA INK TABUNG INFUS CLASSIC,122,20,PCS,71936.191449,8776215.356778001
Unassigned,,ALFA INK TINTA REFILL KIT CANON BLACK,0,1,PCS,23350,0
Unassigned,,ALFA INK TINTA REFILL KIT CANON COLOR,0,1,PCS,23350,0
Unassigned,,ALFA INK TINTA STEMPEL FLASH 10 ML,25,20,PCS,7073.589731,176839.74327500002
Unassigned,,ALFA INK TINTA STEMPEL PERMANENT PLASTIK WOOD 5 ML,164,1,PCS,11184,1834176
Unassigned,,ALFA INK TONER 100 GRAM HP,18,1,PCS,35340,636120
Unassigned,,ALFA INK TONER BROTHER 500 GRAM,83,40,PCS,155775.000575,12929325.047725001
Unassigned,,ALFA INK TONER HP 500 GRAM,1,5,PCS,162000,162000
Unassigned,,ALFA KERTAS THERMAL 57 X 38,800,1,PCS,2380,1904000
Unassigned,,ALL IN ONE ACER C22 1700 Ci3 1215U 4GB 512GB SSD WIN 11,0,1,UNIT,6795000,0
Unassigned,,ALL IN ONE ASUS A3202WBAK Ci3-1215U 8GB 256GB SSD WIN 11 #,0,1,UNIT,7495000,0
Unassigned,,ALL IN ONE ASUS V222GAK INTEL J4025 4GB 256GB SSD WIN 11,0,2,UNIT,5215982.142857,0
Unassigned,,AMPLI FC A2060,1,1,UNIT,1250000,1250000
Unassigned,,AMPLI LAD,0,0,PCS,1350000,0
Unassigned,,AMPLI SD USB BT RADIO REMOT AC 6907 699 ACOUSTUC,0,1,UNIT,275000,0
Unassigned,,AMPLOP CD,38,5,PACK,17500,665000
Unassigned,,AMPLOP KERTAS J PLUS,49,5,PACK,55000,2695000
Unassigned,,AMPLOP KERTAS KIJANG,0,1,PACK,55000,0
Unassigned,,AMPLOP PANJANG POLOS MAMBO,381,1,PCS,11595.198079,4417770.468099
Unassigned,,AMPLOP PAPER LINE ( LEM ),74,2,KOTAK,17775.141007,1315360.4345179999
Unassigned,,AMPLOP UNDANGAN,4,5,KOTAK,15922.196796,63688.787184
Unassigned,,ANTENA AVANTI VHF,0,1,UNIT,5500000,0
Unassigned,,ANYCAST M4,0,5,PCS,112750,0
Unassigned,,ANYCAST M9,30,10,PCS,89788.406829,2693652.20487
Unassigned,,APARD PEMADAM,0,1,UNIT,1090000,0
Unassigned,,Apple MacBook Air 13 M3 8-core CPU and 10-core GPU 24GB 512GB SSD,0,1,UNIT,22590000,0
Unassigned,,Apple MacBook Air 13 M4 10 core CPU and 10 core GPU 16GB 512GB SSD,0,1,UNIT,19040000,0
Unassigned,,Apple MacBook Air 13 M4 10 core CPU and 8 core GPU 16GB 256GB SSD,0,0,UNIT,15740000,0
Unassigned,,APPLE MACBOOK AIR 13 M4 CHIP WITH 10-CORE CPU AND 8-CORE GPU 16GB 256GB SSD,0,1,UNIT,15565000,0
Unassigned,,APPLE MACBOOK AIR 13 M4 CHIP WITH 10-CORE CPU AND 8-CORE GPU 16GB 256GB SSD TP,0,1,UNIT,15670000,0
Unassigned,,APPLE MACBOOK AIR13 M1 8GB 256GB SPACE GREY,0,1,UNIT,11240000,0
Unassigned,,"APPLEMAC AIR 13"" 2020 128GB SPACE GREY",0,1,UNIT,11000000,0
Unassigned,,arashi amd 02bc,0,0,UNIT,1261261.261261,0
Unassigned,,ART PAPER KOREA BK 70ML,16,3,PCS,75000,1200000
Unassigned,,ART PAPER KOREA C 70ML,12,3,PCS,74982.22233,899786.66796
Unassigned,,ART PAPER KOREA M 70ML,13,3,PCS,75000,975000
Unassigned,,ART PAPER KOREA Y 70ML,15,3,PCS,75000,1125000
Unassigned,,ASUS A1400EA - VIPS551 I5-1135G7 8GB 512GB SSD WIN11,0,1,UNIT,8537500,0
