Nama Akun,Tanggal,Transaksi,Nomor,Keterangan,Debit,Kredit,Saldo,Tags
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202930,Sales Invoice #JL.2026.14295,0.0,60000.0,203936244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14297,JASA SERVICE; Memo: 081237054884,50000.0,0.0,203986244.01,SERVICE
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202931,Sales Invoice #JL.2026.14297,0.0,50000.0,203936244.01,SERVICE
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14298,SIDU A4 70,210000.0,0.0,204146244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202932,Sales Invoice #JL.2026.14298,0.0,210000.0,203936244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14299,CONVERTER FIBER OPTIC TO LAN HTB 3100 A; KABEL LAN ZIMM LINK PERMETER; RJ45 TEMBUS,290000.0,0.0,204226244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202933,Sales Invoice #JL.2026.14299,0.0,290000.0,203936244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14300,* STIKER NAMA UNDANGAN POLOS (103),70000.0,0.0,204006244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202934,Sales Invoice #JL.2026.14300,0.0,70000.0,203936244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14301,BATERAI CMOS CR2032,15000.0,0.0,203951244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202935,Sales Invoice #JL.2026.14301,0.0,15000.0,203936244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14302,BINGKAI FOTO 20X30 (10R JUMBO); OPP 22 X 30 10R #; ADAPTOR ACER 12 - 3A 3.5 X 1.35 N100,585000.0,0.0,204521244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202936,Sales Invoice #JL.2026.14302,0.0,585000.0,203936244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14303,PRINTER CANON G1010; Memo: IBU MANAH 082341177796,1200000.0,0.0,205136244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202937,Sales Invoice #JL.2026.14303,0.0,1200000.0,203936244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14305,BINGKAI FOTO 20X30 (10R JUMBO); BINGKAI FOTO 12R; CATRIDGE CANON 811 COLOUR; BINGKAI FOTO 20X30 (10R JUMBO); BINGKAI FOTO 12R,740000.0,0.0,204676244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202938,Sales Invoice #JL.2026.14305,0.0,740000.0,203936244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14306,"UNDANGAN LIBRA 15 COKLAT; PLASTIK OPP 10,5 X 24; STIKER NAMA UNDANGAN POLOS (103) - ( 1 PACK ISI 25 PCS ); TINTA EPSON 003 BLACK",145400.0,0.0,204081644.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202939,Sales Invoice #JL.2026.14306,0.0,145400.0,203936244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14307,KONEKTOR BNC CCTV; KONEKTOR DC MALE,12000.0,0.0,203948244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202940,Sales Invoice #JL.2026.14307,0.0,12000.0,203936244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14308,KABEL HDMI 15 METER; HDMI SPLITER 4 PORT,440000.0,0.0,204376244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202941,Sales Invoice #JL.2026.14308,0.0,440000.0,203936244.01,
(1-10200) Persediaan Barang,19/06/2026,Saldo Awal,"","",0.0,0.0,5702225048.14,
(1-10200) Persediaan Barang,20/06/2026,Purchase Invoice,JL.2606.04551,*ACER GO 14 AG14 CORE ULTRA 5 125H 16GB 512GB. Memo: BELUM MASUK,9900900.9,0.0,5712125949.04,CV TIGA NUSA
(1-10200) Persediaan Barang,20/06/2026,Purchase Invoice,JL.2606.04550,"* AIO ASUS A3202WBAK INTEL 7305 8GB 256GB SSD 21,5"" WIN 11. Memo: BELUM MASUK",31297297.3,0.0,5743423246.33,CV TIGA NUSA
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14245,CCTV CAM DAHUA HAC-T1A21 IR BULLET (INDOOR),0.0,349999.4,5743073246.94,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14245,CCTV CAM DAHUA HAC B1A21 IR BULLET (OUTDOOR),0.0,380000.0,5742693246.94,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14246,TINTA CANON ORI 790 YELLOW,0.0,100141.94,5742593105.0,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14246,KERTAS FOTO SPECTRA SILKY 260,0.0,1139874.17,5741453230.83,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14246,TINTA CANON ORI 790 CYAN,0.0,100431.37,5741352799.46,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14246,TINTA CANON ORI 790 MAGENTA,0.0,100461.54,5741252337.92,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14247,* PRINTER CANON G2010 PSC. Memo: TOMI 082 340 365 128,0.0,1440090.09,5739812247.83,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14248,CCTV DVR DAHUA DH-XVR1B04-I 4CH - M,0.0,529380.99,5739282866.84,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14249,KABEL CCTV PERMETER,0.0,23333.33,5739259533.51,
(1-10200) Persediaan Barang,20/06/2026,Purchase Invoice,JL.2606.04614,* LENOVO GAMING LOQ 15ARP10E AMD RYZEN 7 170 16GB DDR5 512GB SSD RTX 3050 6GB WIN 11. Memo: BELUM MASUK,11522522.52,0.0,5750782056.03,CV TIGA NUSA
(1-10200) Persediaan Barang,20/06/2026,Purchase Invoice,JL.2606.04626,* ASUS TUF Gaming A15 FA506NCG AMD Ryzen 7 7445HS 16GB DDR5 512GB RTX3050 4GB W11 - B. Memo: BELUM MASUK,11162162.16,0.0,5761944218.2,CV TIGA NUSA
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14250,OPP 22 X 30 10R #,0.0,12290.69,5761931927.51,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14250,ALFA INK ECO TANK EPSON BLACK,0.0,37497.11,5761894430.4,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14250,CATRIDGE CANON CA92 / CH7 (G2010),0.0,319465.04,5761574965.36,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14250,KERTAS FOTO DATA PRINT GLOSSY 230 GSM (BURUNG),0.0,44250.09,5761530715.27,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14250,OPP 30 X 40 PLASTIK A3,0.0,27661.02,5761503054.25,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14250,EARPHONE JETE CLASSIC 2,0.0,16500.0,5761486554.25,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14251,BLUEPRINT CANON YELLOW (100ML),0.0,37638.33,5761448915.92,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14251,BLUEPRINT CANON MAGENTA (100ML),0.0,37381.66,5761411534.26,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14251,BLUEPRINT CANON CYAN (100ML),0.0,37576.02,5761373958.25,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14252,MOUSEPAD LOGITECH / MICROSOFT. Memo: CANDRA 082340300157,0.0,3413.1,5761370545.15,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14252,COOLINGPAD NC 32 1FAN BESAR. Memo: CANDRA 082340300157,0.0,25699.96,5761344845.18,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14252,MOUSE BRANDED. Memo: CANDRA 082340300157,0.0,16471.19,5761328373.99,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14252,SODIMM TEAM ELITE DDR5 8GB 5600HZ. Memo: CANDRA 082340300157,0.0,480000.0,5760848373.99,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14252,* ASUS TUF Gaming A15 FA506NCG AMD Ryzen 7 7445HS 16GB DDR5 512GB RTX3050 4GB W11. Memo: CANDRA 082340300157,0.0,11162162.16,5749686211.83,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14253,SIDU F4 70,0.0,221664.16,5749464547.67,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14253,MOUSE VOTRE / VOXY,0.0,9485.24,5749455062.43,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14253,ADAPTOR ACER OR 19V 3.42A (KUNING),0.0,59161.02,5749395901.4,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14253,KABEL DATA 5 PIN,0.0,14992.94,5749380908.46,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14253,KABEL DATA JETE MICRO TINY 5,0.0,20000.0,5749360908.46,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14253,OPP 22 X 30 10R #,0.0,12290.69,5749348617.77,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14254,MOUSE VOTRE / VOXY. Memo: RUSDAN 082359286918,0.0,9485.24,5749339132.53,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14254,AXIOO HYPE 10 INTEL N4020 8 256 #. Memo: RUSDAN 082359286918,0.0,4171731.84,5745167400.69,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14254,MOUSEPAD LOGITECH / MICROSOFT. Memo: RUSDAN 082359286918,0.0,3413.1,5745163987.59,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14254,COOLINGPAD KEPITING. Memo: RUSDAN 082359286918,0.0,21514.84,5745142472.75,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14255,MOUSE VOTRE / VOXY. Memo: IBU SRI 085237109893,0.0,9485.24,5745132987.51,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14255,COOLINGPAD KEPITING. Memo: IBU SRI 085237109893,0.0,21514.84,5745111472.66,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14255,MOUSEPAD LOGITECH / MICROSOFT. Memo: IBU SRI 085237109893,0.0,3413.1,5745108059.56,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14255,AXIOO HYPE 10 INTEL N4020 8 256 #. Memo: IBU SRI 085237109893,0.0,4171731.84,5740936327.72,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14256,TINTA EPSON 003 BLACK,0.0,79545.62,5740856782.1,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14256,"OPP 16,5 X 25",0.0,7200.0,5740849582.1,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14256,STIKER NAMA UNDANGAN POLOS (103) - ( 1 PACK ISI 25 PCS ),0.0,4400.12,5740845181.98,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14256,SIDU A4 70,0.0,196129.85,5740649052.13,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14256,KERTAS BUFFALO PUTIH,0.0,19500.0,5740629552.13,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14256,USB WIFI TPLINK TL WN725N NANO SIZE,0.0,70088.27,5740559463.87,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14257,TINTA EPSON 003 BLACK,0.0,79545.62,5740479918.25,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14257,KERTAS FOTO SPECTRA A3 GLOSSY,0.0,117898.31,5740362019.94,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14257,TINTA CANON ORI 790 BLACK,0.0,97281.4,5740264738.55,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14257,PAPERLINE 3 PLY NCR,0.0,442201.63,5739822536.92,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14257,TINTA EPSON 003 MAGENTA,0.0,79424.97,5739743111.94,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14257,KERTAS BUFFALO PUTIH,0.0,19500.0,5739723611.94,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14257,KERTAS 2 PLY PRS,0.0,295583.46,5739428028.49,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14257,* STIKER NAMA UNDANGAN POLOS (103),0.0,13873.87,5739414154.61,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14257,"PLASTIK OPP 10,5 X 24",0.0,38805.41,5739375349.21,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14257,* KERTAS THERMAL 57 X 38 MM (EDC),0.0,64324.32,5739311024.88,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14259,TPLINK TL WR844N,0.0,137925.93,5739173098.96,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14259,"KABEL HDMI 1,5 METER",0.0,10514.08,5739162584.87,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14259,SIDU A4 70,0.0,39225.97,5739123358.9,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14259,"KABEL HDMI 1,5 METER",0.0,10514.08,5739112844.82,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14259,OPP 15 X 24,0.0,6370.51,5739106474.31,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14259,SIDU A4 70,0.0,39225.97,5739067248.34,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14259,"CONVERTER TYPE C 4 IN 1 ( HDMI, VGA, USB, TYPE C )",0.0,58239.67,5739009008.67,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14259,BATERAI 1616,0.0,12500.0,5738996508.67,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14259,BLUEPRINT CANON BLACK (100ML),0.0,38000.0,5738958508.67,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14259,"OPP 15,5 X 24",0.0,6492.91,5738952015.76,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14259,BLUEPRINT KERTAS INKJET PAPER ( ISI 50 ),0.0,150563.82,5738801451.94,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14259,SIDU A4 70,0.0,39225.97,5738762225.97,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14259,OPP 22 X 30 10R #,0.0,49162.76,5738713063.21,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14259,TINTA EPSON 003 BLACK,0.0,79545.62,5738633517.6,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14259,RJ45 TEMBUS,0.0,1663.1,5738631854.49,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14259,MOUSE M256 WIRELESS DATAFAST SILENT BT + ON OFF,0.0,30028.09,5738601826.41,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14259,MOUSE M256 WIRELESS DATAFAST SILENT BT + ON OFF,0.0,30028.09,5738571798.32,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14260,BATERAI ACER ES1 432 AS16A8K / AS16A5K. Memo: 085205039226,0.0,220000.0,5738351798.32,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14261,BLUEPRINT CANON BLACK (100ML),0.0,190000.0,5738161798.32,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14261,BLUEPRINT CANON YELLOW (100ML),0.0,75276.66,5738086521.67,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14261,BLUEPRINT CANON MAGENTA (100ML),0.0,74763.33,5738011758.34,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14261,BLUEPRINT CANON CYAN (100ML),0.0,75152.03,5737936606.31,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14264,"AIO ASUS A3202WBAK INTEL 7305 8GB 256GB SSD 21,5"" WIN 11 #",0.0,11580000.0,5726356606.31,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14265,FD U2 8GB JETE,0.0,47808.01,5726308798.3,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14266,MOUSE VOTRE / VOXY. Memo: FAIRUS 087 858 417 326,0.0,9485.24,5726299313.05,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14266,COOLINGPAD KEPITING. Memo: FAIRUS 087 858 417 326,0.0,21514.84,5726277798.21,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14266,MOUSEPAD LOGITECH / MICROSOFT. Memo: FAIRUS 087 858 417 326,0.0,3413.1,5726274385.11,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14266,* ACER ASPIRE LITE AL14 N150 8GB 512GB SSD WIN 11. Memo: FAIRUS 087 858 417 326,0.0,4525064.43,5721749320.68,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14267,BATERAI ACER E5 471 (AL14A32). Memo: SAKINA 085 237 084 956,0.0,248750.0,5721500570.68,SERVICE
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14267,* ROBOT RS180 MULTIMEDIA SPEAKER. Memo: SAKINA 085 237 084 956,0.0,48526.89,5721452043.8,SERVICE
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14267,BATERAI CMOS CR2032. Memo: SAKINA 085 237 084 956,0.0,10500.0,5721441543.8,SERVICE
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14267,KEYBOARD ACER E5 471 TANPA ON OFF. Memo: SAKINA 085 237 084 956,0.0,68046.25,5721373497.54,SERVICE
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14268,KERTAS BUFFALO MERAH (NO 1),0.0,22695.3,5721350802.24,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14268,SIDU A4 70,0.0,196129.85,5721154672.39,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14268,MIKA JILID MERAH TUA,0.0,28701.5,5721125970.89,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14269,BLUEPRINT CANON YELLOW (100ML),0.0,37638.33,5721088332.57,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14269,BLUEPRINT CANON MAGENTA (100ML),0.0,37381.66,5721050950.9,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14269,CATRIDGE CANON 810 BLACK,0.0,225732.58,5720825218.32,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14270,CATRDIGE CANON CA91 / BH7 (G2010),0.0,278000.0,5720547218.32,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14271,TINTA EPSON 003 BLACK,0.0,397728.08,5720149490.24,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14271,TINTA EPSON 003 YELLOW,0.0,396786.33,5719752703.91,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14271,PRINTER EPSON L121,0.0,1455000.0,5718297703.91,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14271,"PRINTER EPSON L3211 PRINT, SCAN COPY TP",0.0,2047820.84,5716249883.06,
(1-10200) Persediaan Barang,20/06/2026,Purchase Invoice,17753,PLASTIK KRESEK 02 X 28 HITAM,1275000.0,0.0,5717524883.06,
(1-10200) Persediaan Barang,20/06/2026,Purchase Invoice,17753,KRESEK 03 X 40 MERAH,1140000.0,0.0,5718664883.06,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14272,KARET ROLLER BAWAH EPSON. Memo: 082340030650,0.0,3000.0,5718661883.06,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14273,TINTA CANON ORI 790 BLACK,0.0,486406.98,5718175476.08,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14273,* TINTA CANON ORI GI - 71 Y,0.0,92792.79,5718082683.29,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14273,ALFA INK CANON BLACK 100CC,0.0,283455.6,5717799227.69,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14273,TINTA EPSON 664 MAGENTA,0.0,79349.38,5717719878.31,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14273,TINTA CANON ORI GI - 71 C,0.0,93690.45,5717626187.85,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14273,TINTA CANON ORI 790 MAGENTA,0.0,100461.54,5717525726.31,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14273,TINTA EPSON 664 BLACK,0.0,396781.8,5717128944.52,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14273,TINTA EPSON 664 CYAN,0.0,79411.22,5717049533.3,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14273,TINTA EPSON 664 YELLOW,0.0,79381.85,5716970151.45,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14273,* TINTA CANON ORI GI - 71 M,0.0,92792.79,5716877358.66,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14273,TINTA CANON ORI 790 YELLOW,0.0,200283.87,5716677074.79,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14273,TINTA CANON ORI 790 CYAN,0.0,200862.75,5716476212.05,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14273,TINTA CANON ORI GI - 71 BLACK,0.0,728000.0,5715748212.05,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14273,TINTA EPSON 003 BLACK,0.0,1193184.24,5714555027.8,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14274,FD U2 JETE 16GB,0.0,58296.3,5714496731.51,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14274,CATRDIGE CANON CA91 / BH7 (G2010),0.0,278000.0,5714218731.51,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14276,ALFA KERTAS THERMAL 57 X 38,0.0,23800.0,5714194931.51,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14278,"LCD LAPTOP 11,6 30 PIN (KK)",0.0,234567.14,5713960364.37,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14279,NOTA NCR PAPERLINE 2 PLY BESAR,0.0,9100.0,5713951264.37,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14279,KEYBOARD MINI BANDA / MURAGO,0.0,43544.48,5713907719.89,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14279,ALFA KERTAS THERMAL 57 X 38,0.0,23800.0,5713883919.89,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14279,CLEANER HEAD #,0.0,29153.85,5713854766.04,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14280,PRINTER CANON G1010,0.0,3155526.32,5710699239.73,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14280,GAMEPAD DOUBLE BLACK,0.0,206623.91,5710492615.82,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14280,KABEL LAN ZIMM LINK,0.0,743036.27,5709749579.55,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14281,BLUEPRINT KERTAS FOTO STIKER A4,0.0,24500.0,5709725079.55,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14281,BLUEPRINT DOUBLE SIDED PHOTO PAPER,0.0,60026.79,5709665052.76,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14282,BLUEPRINT KERTAS INKJET PAPER ( ISI 50 ),0.0,86036.47,5709579016.29,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14282,STIKER NAMA UNDANGAN POLOS (103) - ( 1 PACK ISI 25 PCS ),0.0,2200.06,5709576816.23,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14283,BATERAI LAPTOP ASUS X441,0.0,200000.0,5709376816.23,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14284,"PRINTER EPSON L3211 PRINT, SCAN COPY TP. Memo: IWAN 082340887319",0.0,2047820.84,5707328995.39,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14285,* ROBOT HUB USB H140-80,0.0,31954.23,5707297041.16,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14288,SIDU F4 70,0.0,44332.83,5707252708.33,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14289,COOLINGPAD KEPITING. Memo: ZELSI 082324725886,0.0,21514.84,5707231193.49,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14289,"AXIOO HYPE 1 N4020 4GB 128GB WIN 11 14"" #. Memo: ZELSI 082324725886",0.0,3590000.0,5703641193.49,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14289,MOUSEPAD LOGITECH / MICROSOFT. Memo: ZELSI 082324725886,0.0,3413.1,5703637780.39,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14289,MOUSE VOTRE / VOXY. Memo: ZELSI 082324725886,0.0,9485.24,5703628295.15,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14290,MOUSEPAD LOGITECH / MICROSOFT. Memo: IGEL 081935042497,0.0,3413.1,5703624882.04,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14290,MOUSE VOTRE / VOXY. Memo: IGEL 081935042497,0.0,9485.24,5703615396.8,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14290,"AXIOO HYPE 1 N4020 4GB 128GB WIN 11 14"" #. Memo: IGEL 081935042497",0.0,3590000.0,5700025396.8,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14290,COOLINGPAD KEPITING. Memo: IGEL 081935042497,0.0,21514.84,5700003881.96,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14291,FD U2 JETE 32GB,0.0,63793.01,5699940088.95,
(1-10200) Persediaan Barang,20/06/2026,Sales Invoice,JL.2026.14292,MOUSEPAD LOGITECH / MICROSOFT. Memo: 082359075705 IBU TRI BELO,0.0,3413.1,5699936675.85,
