Kode Produk,Nama Produk,Stok di tangan,Batas Minimum,Satuan,Harga Rata-rata,Nilai
"","ACER 5 A514 - 55G i5-1235U 8GB 512GB SSD MX 550 2GB 14""",0.0,1.0,UNIT,9256000.0,0.0
"",ACER 5 A514 -53-331L CI3-1005G1 4GB 512GB SSD WIN10,0.0,1.0,UNIT,7400000.0,0.0
"",ACER 5 A514 52G 547A CI5 10210U 4GB 512GB SSD VGA (BLUE),0.0,1.0,UNIT,8900000.0,0.0
"",ACER 5 A514 52G 59RA CI5-10210U 4GB HDD 1TB VGA X 250,0.0,1.0,UNIT,8240000.0,0.0
"",ACER 5 A514 CI3-1115G4 8gb 512GB SSD MX 350 2GB WIN 11,0.0,1.0,UNIT,6509285.714286,0.0
"",ACER 5 A514 CI7-1255U 8GB 512GB SSD WIN 11,0.0,1.0,UNIT,11810000.0,0.0
"",ACER 5 A514-53-381H SLIM CI3-1005G1 4GB 1TB HDD W10,0.0,1.0,UNIT,6235625.0,0.0
"",ACER 5 A514-54 Ci5-1135G7 8GB 512GB SSD VGA IRIS XE,0.0,1.0,UNIT,9670000.0,0.0
"",ACER 5 A514-54G-50PL CI5-1135G7 8GB 512GB SSD MX 350 WIN10,0.0,1.0,UNIT,10600000.0,0.0
"",ACER 5 SPIN 14 A5SP14 i5-1335U 16GB 512GB SSD INTEL IRIS XE WIN 11 AR,0.0,1.0,UNIT,11445000.0,0.0
"",ACER A314 35 INTEL N5100 8GB 512GB SSD WIN 11,1.0,1.0,UNIT,4825032.357542,4825032.357542
"",ACER A314 35 N5100 8GB SSD 256GB,0.0,0.0,UNIT,4800000.0,0.0
"",ACER A314 36M Ci3-N305 8GB 256GB SSD WIN 11 #,0.0,1.0,UNIT,5700000.0,0.0
"",ACER A314-32 CEL N4120 4GB SSD 256GB RED,0.0,1.0,UNIT,4720058.563858,0.0
"",ACER A314-35-C2T9 N5100 4GB 256GB SSD #,0.0,15.0,UNIT,4511666.666667,0.0
"",ACER A514 - 55 - 537X CI5 - 1235U 8GB 512GB SSD WIN 11,0.0,1.0,UNIT,9191000.0,0.0
"",ACER A514 - 56P I5-1335U 8GB 512GB SSD WIN 11,0.0,1.0,UNIT,8365000.0,0.0
"",ACER A514 52G 517N CI5 10210U 4GB 512GB SSD VGA (BLACK),0.0,1.0,UNIT,8625000.0,0.0
"",ACER A514 53 34VP 1005G1 CI3/4GB/SSD 256GB P,0.0,2.0,PCS,6100000.0,0.0
"",ACER A514 53G 52SR 1035G1 CI5/4GB/1TB P,0.0,1.0,UNIT,8100000.0,0.0
"",ACER A514 I3-1005G1/4GB/512+32/W10,0.0,1.0,UNIT,7500000.0,0.0
"",ACER A514-53-34ZY i3-1005G1 4GB DDR4 1TB ( PI ),0.0,1.0,UNIT,6050000.0,0.0
"","ACER A514-54 14"" Ci3-1115G4 4GB SSD 256GB",0.0,1.0,UNIT,5850000.0,0.0
"","ACER A515-56G Ci5-1135G7 8GB 512GB SSD NVIDIA MX 450 15,6""",0.0,1.0,UNIT,7500000.0,0.0
"",ACER ASPIRE 14 A14 - 51M CORE 5 - 120U 16GB 512GB SSD WIN 11,0.0,1.0,UNIT,9320000.0,0.0
"",ACER ASPIRE 14 A14-51M CORE 7 150U 16GB 512GB SSD WIN 11,0.0,1.0,UNIT,12290000.0,0.0
"",ACER ASPIRE 14 AI A14-51GM Ci5-13420H 8GB 512GB SSD RTX 2050 4GB WIN 11 #,0.0,1.0,UNIT,9580000.0,0.0
"","ACER ASPIRE 3 A314 AMD ATHLON 3050 4GB SSD 256 14"" NW",0.0,1.0,UNIT,4500000.0,0.0
"","ACER ASPIRE 3 SLIM A314-22 ATHLON 3050U 4GB 512GB 14"" FHD WIN10 OHS",0.0,1.0,UNIT,6066666.666667,0.0
"",ACER ASPIRE 5 14 A514 - 56 Ci7-1355U 16GB 512GB SSD IRIS XE GRAPHICS WIN 11,0.0,1.0,UNIT,12385000.0,0.0
"",ACER ASPIRE 5 SLIM A514 56P Ci5-1335U 16GB 512GB SSD WIN 11 irisXe Graphics,0.0,1.0,UNIT,8815000.0,0.0
"",ACER ASPIRE 5 SPIN 14 A5SP14 CI5 1335U 16GB 512GB SSD WIN 11 #,0.0,1.0,UNIT,11195000.0,0.0
"",ACER ASPIRE 5 SPIN 14 A5SP14 Ci5-1335U 16GB 512GB SSD INTEL IRIS XE 80 EU WIN 11 TOUCH,0.0,1.0,UNIT,10895000.0,0.0
"",ACER ASPIRE 5 SPIN 14 A5SP14 Ci7-1355U 16GB 512GB SSD WIN 11 #,0.0,1.0,UNIT,12970000.0,0.0
"",ACER ASPIRE 7 PRO A715 - 59G - 56K7 INTREL CORE I5 - 12450H 8GB 512GB SSD RTX 3050 6GB WIN 11 TP,0.0,1.0,UNIT,9890000.0,0.0
"",ACER ASPIRE 7 PRO A715-59G-77WV INTEL CORE i7-13620H 16GB 512GB SSD RTX 3050 6GB WIN 11,0.0,1.0,UNIT,12070000.0,0.0
"",ACER ASPIRE AL A14 - 71M - 53XH INTEL CORE ULTRA 5 125 16GB 512GB WIN 11,0.0,1.0,UNIT,10790000.0,0.0
"",ACER ASPIRE AL14-32P INTEL CORE 3 N355 8GB DDR5 512GB SSD WIN 11 TP,0.0,1.0,UNIT,5750000.0,0.0
"",Acer Aspire Go 14 AG14 Core 5 120U 16GB(2x8) DDR4  512GB SSD W11,2.0,1.0,UNIT,9590000.0,19180000.0
"",Acer Aspire Go 14 AG14 Core 5 120U 8GB DDR4  1TB SSD W11,0.0,1.0,UNIT,8640000.0,0.0
"",ACER ASPIRE GO 14 AG14 INTEL CORE ULTRA 7 155H 16GB 512GB SSD W11 HOME GREY + BACKPACK,1.0,1.0,UNIT,11990000.0,11990000.0
"",ACER ASPIRE GO 14 AG14-72P INTEL CORE 5 120U 8GB DDR4 512GB SSD WIN 11,0.0,1.0,PCS,8450000.0,0.0
"",ACER ASPIRE GO SPIN 14 AGSP14 31PT CORE 3 N355 8GB 512GB SSD WIN 11,0.0,1.0,UNIT,8170000.0,0.0
"",ACER ASPIRE LITE 14 AL1 - 14M INTEL Ci3-1215U 8GB 256GB SSD WIN 11 @,0.0,1.0,UNIT,5318913.043478,0.0
"",ACER ASPIRE LITE 14 AL14-71M-71E2 Core i7-12650H 16GB 1TB SSD WIN 11,1.0,1.0,UNIT,11040000.0,11040000.0
"",ACER ASPIRE LITE AL1 14 Ci3 1215 8GB 512GB WIN 11 RS #,0.0,10.0,UNIT,5990000.0,0.0
"",ACER ASPIRE LITE AL1 14 Ci3 1215 8GB 512GB WIN 11 RS TP,0.0,1.0,UNIT,5895000.0,0.0
"",ACER ASPIRE LITE AL14 51M Ci5 1235U 8GB 512GB SSD WIN 11 #,0.0,1.0,UNIT,8025000.0,0.0
"",ACER ASPIRE LITE AL14 52M Ci5 1334U 16GB 512GB SSD WIN 11 #,0.0,1.0,UNIT,8168383.333334,0.0
"",Acer Aspire Lite AL14 52M Intel Core i5 1334U 16GB 512GB W11 Home TP,0.0,0.0,UNIT,0.0,0.0
"",Acer Aspire Lite AL14 Core i5 13500H 16GB 512GB SSD W11,0.0,0.0,UNIT,9550000.0,0.0
"",ACER ASPIRE LITE AL14 CORE I5 13500H 8GB 512GB SSD WIN 11,0.0,1.0,UNIT,8750000.0,0.0
"",ACER ASPIRE LITE AL14 i5 12450H 16GB 512GB SSD WIN 11 @,0.0,1.0,UNIT,7880000.0,0.0
"",ACER ASPIRE LITE AL14 N150 8GB 256GB SSD WIN 11,15.0,1.0,UNIT,5140411.051597,77106165.773955
"",ACER ASPIRE LITE AL14 N150 8GB 512GB SSD WIN 11,0.0,1.0,UNIT,5434066.263521,0.0
"",ACER ASPIRE LITE AL14 N4500 8GB 256GB SSD WIN 11,2.0,1.0,UNIT,6063919.753086,12127839.506172
"",ACER ASPIRE LITE AL14 N4500 8GB 512GB SSD WIN 11,1.0,1.0,UNIT,6333104.166667,6333104.166667
"",ACER ASPIRE LITE AL14 N4500 8GB 512GB SSD WIN 11 TP,4.0,1.0,UNIT,6300000.0,25200000.0
"",ACER ASPIRE LITE AL14-31P INTEL N100 8GB 256GB SSD WIN 11 #,0.0,30.0,UNIT,4431811.850009,0.0
"",ACER ASPIRE LITE AL14-31P INTEL N100 8GB 512 TP,0.0,5.0,UNIT,4661008.230453,0.0
"",ACER ASPIRE LITE AL14-31P SILVER INTEL N100 8GB 512GB WIN 11 #,0.0,45.0,UNIT,4775000.0,0.0
"",ACER ASPIRE LITE AL14-32P INTEL CORE 3 N355 8GB DDR5 256GB SSD WIN 11,20.0,1.0,UNIT,6032028.144558,120640562.89116
"",ACER ASPIRE LITE AL14-32P INTEL CORE 3 N355 8GB DDR5 512GB SSD WIN 11,65.0,1.0,UNIT,6297405.912098,409331384.28637
"",ACER ASPIRE LITE AL14-32P INTEL N150 8GB DDR5 256GB SSD WIN 11 TP,0.0,1.0,UNIT,4628333.333333,0.0
"",ACER ASPIRE LITE AL14-32P INTEL N150 8GB DDR5 512GB SSD WIN 11 TP,0.0,1.0,UNIT,4850000.0,0.0
"",ACER ASPIRE LITE AL14-32P-3S16 INTEL CORE 3 N355 16GB DDR5 512GB SSD WIN 11,0.0,1.0,UNIT,6842500.0,0.0
"",ACER ASPIRE LITE AL14-42P AMD RYZEN 3 5300U 8GB DDR4 512GB SSD WIN 11 @,0.0,1.0,UNIT,5840000.0,0.0
"",ACER ASPIRE LITE AL14-51M Ci3-1215U 8GB 256GB SSD WIN 11 TP,0.0,0.0,PCS,5447000.0,0.0
"",ACER ASPIRE LITE AL14-51M Ci5-1235U 16GB 512GB SSD WIN 11,0.0,1.0,UNIT,8550000.0,0.0
"",ACER ASPIRE SPIN 14 ASP14-51MTN-59EF INTEL CORE 5 120U 16GB 512GB SSD WIN 11,0.0,1.0,UNIT,11240000.0,0.0
"",ACER ASPIRE SPIN 14 ASP14-51MTN-59EF INTEL CORE 5 120U 16GB 512GB SSD WIN 11 TOUCH TP,0.0,1.0,UNIT,11240000.0,0.0
"",ACER Aspire Vero AV14-52P-53ED Ci5-1335U 16GB 512GB SSD Iris Xe Graphics W11 Home + OHS 2021,0.0,1.0,UNIT,9615000.0,0.0
"",ACER AV14 52P i5-1335U 16GB 512GB SSD IRIS 14FHD WIN 11 RA,0.0,1.0,UNIT,9300000.0,0.0
"",ACER EX215-51G-550A CORE I5-10210U 8GB SSD 512GB VGA MX 230 2GB WIN 10,0.0,1.0,UNIT,7850000.0,0.0
"",ACER EXTENSA 15 EX215-31 INTEL N4020 4GB SSD 256GB WIN 10,0.0,1.0,UNIT,4443478.26087,0.0
"",ACER GO ASPIRE 14 AG14 Ci3 N305 8GB 256GB SSD WIN 11 @,0.0,1.0,UNIT,4900000.0,0.0
"",ACER GO ASPIRE AG14-21P AMD RYZEN 3 7320U 8GB 512GB SSD WIN 11 @,0.0,1.0,UNIT,5800000.0,0.0
"",ACER GO ASPIRE AG14-21P AMD RYZEN 3 7320U 8GB 512GB SSD WIN 11 TP,0.0,0.0,PCS,5700000.0,0.0
"",ACER GO ASPIRE AG14-31P Ci3-N305 8GB 512GB SSD WIN 11 #,0.0,1.0,UNIT,5400000.0,0.0
"",ACER LITE AL14 52M Ci5 1334U 8GB 512GB WIN 11 @,0.0,1.0,UNIT,7768125.0,0.0
"",ACER MATE 14 AM1 INTEL CORE i5 - 1235U 16GB DDR4 512GB SSD WIN 11 + OHS,0.0,1.0,UNIT,7540000.0,0.0
"",Acer Mate 14 AM1 intel Core i5 1235U 8GB 512GB SSD W11,0.0,1.0,UNIT,7190000.0,0.0
"",ACER NITRO 5 AN515 INTEL i9 12900H  16GB 512GB SSD RTX3060 6GB,0.0,1.0,UNIT,18400000.0,0.0
"",ACER NITRO 5 AN515-57 Ci9-11900H 16GB 512GB SSD RTX3060 6GB WIN 11 #,0.0,1.0,UNIT,14999000.0,0.0
"",ACER NITRO 5 AN515-57-52BQ CI5-11400H 8GB SSD 512GB RTX 3050 NW,0.0,1.0,UNIT,12385000.0,0.0
"",ACER NITRO ANV15 - 41 - R9SX RYZEN 5 - 6600H 8GB 512GB SSD RTX 2050 4GB WIN 11,0.0,1.0,UNIT,9300000.0,0.0
"",ACER Nitro Lite NL16 Intel Core 7 240H 16GB(2x8) DDR5 512GB SSD RTX 3050 6GB W11 TP,2.0,1.0,UNIT,12750000.0,25500000.0
"",ACER NITRO LITE NL16-71G-74MV INTEL CORE i7-13620H 16GB DDR5 512GB SSD RTX 2050 4GB WIN 11,0.0,1.0,UNIT,12445000.0,0.0
"",ACER NITRO V 15 ANV15-51 - 77DG INTEL CORE I7 - 13620H 2X8GB DDR5 512GB SSD RTX 2050 4GB GDDR6 WIN 11,0.0,1.0,UNIT,12950000.0,0.0
"",ACER NITRO V 15 ANV15-51 Ci7-13620H 2X8GB 512GB SSD RTX 4050 6GB WIN 11 #,0.0,1.0,UNIT,16394000.0,0.0
"",ACER NITRO V 16 ANV16 - 71 - 79NR Ci7 - 14650HX 2X8GB 512GB SSD RTX 4050 6GB WIN 11,0.0,1.0,UNIT,16725000.0,0.0
"",ACER NITRO V I5-13420H 8GB 512GB SSD RTX 2050 4GB WIN 11 #,0.0,1.0,UNIT,9241476.337449,0.0
"",ACER NITRO V15 ANV15-51-542G Ci5-13420H 8GB 512GB SSD RTX 2050 4GB WIN 11 #,1.0,1.0,UNIT,10445000.0,10445000.0
"",acer notebook,0.0,1.0,UNIT,0.0,0.0
"",ACER PREDATOR HELIOS NEO 16 CORE i9 14900HX 16GB(2x8) 1TB SSD RTX4060 8GB TP,0.0,1.0,UNIT,24190000.0,0.0
"",ACER PREDATOR NITRO V ANV15 RYZEN 7 7445HS 16GB 512GB RTX4050 6GB WIN 11,0.0,1.0,UNIT,14000000.0,0.0
"",ACER SF314 - 511 - 501B I5 1135G7 16GB SSD 512GB WIN 11 ( PI ),0.0,1.0,UNIT,8250000.0,0.0
"","ACER SF314 551 i5 1135G7 8GB 512GB SSD 14""",0.0,0.0,UNIT,7700000.0,0.0
"",ACER SPIN 14ASP14 - 51MTN CORE 7 150U 16GB 512GB SSD WIN 11 TOUCH #,0.0,1.0,UNIT,13290000.0,0.0
"",ACER SPIN 3 ACTIVE SP313-51N-58RG I5 1135G7 8 GB SSD 512GB,0.0,1.0,UNIT,13100000.0,0.0
"",ACER SPIN 3 SP314 2in1 TOUCH I3 1005G1 8GB 512GB SSD W10,0.0,1.0,UNIT,9300000.0,0.0
"",ACER SPIN 3 SP314 I5 1035G4 IRIS XE 8GB 512GB SSD,0.0,1.0,UNIT,11815000.0,0.0
"",ACER SWIFT 3 SF314 -511 CI5-1135G7 16GB 512GB SSD,0.0,1.0,UNIT,12004000.0,0.0
"",ACER SWIFT 3 SF314 57G 54J4 I5 1035G1/4GB/SSD 512GB,0.0,1.0,UNIT,8808333.333333,0.0
"","ACER SWIFT 3 SF314-511 CI7-1165G7 16GB SSD 512GB 14""",0.0,1.0,UNIT,13250000.0,0.0
"",ACER SWIFT 3 SF314-56G-78FB CI7 VGA WIN 10 SILVER,0.0,1.0,UNIT,11450000.0,0.0
"",ACER SWIFT GO 14 AI SFG14 - 72 ULTRA 7 115H 16GB 1TB SSD WIN 11,0.0,1.0,UNIT,13940000.0,0.0
"",ACER SWIFT GO 14 SFG14 41 AMD RYZEN 5 7530U 16GB 512GB SSD WIN 11 #,0.0,1.0,UNIT,8670000.0,0.0
"",ACER SWIFT GO 14 SFG14-71 INTEL I7-13700H 16GB 1TB SSD INTEL IRIS XE GRAPHICS 96 EU WIN 11,0.0,1.0,UNIT,14770000.0,0.0
"",ACER SWIFT GO OLED 14 SFG14 71 Ci5 - 13500H 16GB 512GB SSD WIN 11 #,0.0,1.0,UNIT,12090000.0,0.0
"",ACER SWIFT GO OLED 14 SFG14 73 CORE ULTRA 7 155H 16GB 512GB SSD W11 HOME PURE SILVER + SLEEVE CASE,0.0,1.0,UNIT,0.0,0.0
"",ACER V15-51 CI5 1155G7 16GB 512GB SSD WIN 11 PI,0.0,1.0,UNIT,8550000.0,0.0
"",ACER Z3-451 AMD A8 4GB 500GB DVD,0.0,5.0,UNIT,4970000.0,0.0
"",ADAPTER MEMORY,179.0,5.0,PCS,2292.317405,410324.815495
"",ADAPTOR / PSU EPSON L3110,4.0,1.0,PCS,141000.0,564000.0
"",ADAPTOR 12V SANURPRO,0.0,10.0,PCS,31000.0,0.0
"",ADAPTOR 5V 2A 3.5mm (LUBANG KECIL),7.0,0.0,PCS,40000.0,280000.0
"",ADAPTOR 5V LUBANG BESAR #,18.0,1.0,PCS,19070.415518,343267.479324
"",ADAPTOR 9V,0.0,1.0,PCS,32000.0,0.0
"",ADAPTOR 9V 2A LUBANG BESAR,6.0,0.0,PCS,28900.0,173400.0
"",ADAPTOR 9V 2A LUBANG KECIL,5.0,1.0,PCS,37357.152778,186785.76389
"",ADAPTOR ACER 12 - 3A 3.5 X 1.35 N100,16.0,1.0,PCS,180000.0,2880000.0
"",ADAPTOR ACER 12V 2A (1410),35.0,20.0,PCS,74310.223976,2600857.83916
"",ADAPTOR ACER 19V 2.15A L,15.0,3.0,PCS,82500.0,1237500.0
"",ADAPTOR ACER 19V 2.1A (TO),36.0,20.0,PCS,64712.537095,2329651.33542
"","ADAPTOR ACER 19V 2.37A 5,5*1,7 LG",32.0,1.0,PCS,70187.5,2246000.0
"",ADAPTOR ACER 19V 3.0*1.1 SWIFT,156.0,25.0,PCS,84309.787389,13152326.832684
"",ADAPTOR ACER 19V 4.74A 5.5 X 1.7 mm,1.0,0.0,UNIT,100000.0,100000.0
"",ADAPTOR ACER 19V 7.1A 5.5 X 1.7 GM,2.0,1.0,PCS,255000.0,510000.0
"",ADAPTOR ACER AL14 12V 3A 3.5 X 1.35 CL,0.0,1.0,PCS,170000.0,0.0
"",ADAPTOR ACER N355,1.0,1.0,PCS,230000.0,230000.0
"","ADAPTOR ACER NITRO 19,5 9.23A 5.5 X 1.7",0.0,1.0,PCS,320000.0,0.0
"",ADAPTOR ACER OR 19V 3.42A (KUNING),281.0,70.0,PCS,59161.02098,16624246.89538
"",ADAPTOR ACER TYPE C,7.0,0.0,PCS,120000.0,840000.0
"",ADAPTOR ACER Z476,38.0,20.0,PCS,70166.592792,2666330.526096
"",ADAPTOR ASUS 1.75A (ASUS X200),12.0,5.0,PCS,80052.673462,960632.081544
"",ADAPTOR ASUS 1.75A (USB),5.0,5.0,PCS,80046.583851,400232.919255
"",ADAPTOR ASUS 19.5V 7.7A 5.5 X 2.5,1.0,1.0,PCS,260000.0,260000.0
"",ADAPTOR ASUS 19.5V 9.23A 5.5 X 2.5,1.0,1.0,PCS,285000.0,285000.0
"",ADAPTOR ASUS 19V 2.1A (JARUM KECIL N),5.0,2.0,PCS,67000.0,335000.0
"",ADAPTOR ASUS 19V 2.37A (X441),153.0,70.0,PCS,71824.387587,10989131.300811
"",ADAPTOR ASUS 19V 2.37A CL 4.5X30 VIVO,13.0,1.0,PCS,85000.0,1105000.0
"",ADAPTOR ASUS 19V 3.42A (KT),25.0,40.0,PCS,82752.904419,2068822.610475
"","ADAPTOR ASUS 19V 3.42A CL VIVO 4,5 X 3.0",5.0,1.0,PCS,86875.0,434375.0
"",ADAPTOR ASUS 19V 4.745A 4.5 X 3.0 AIO VIVO,16.0,1.0,PCS,133273.809524,2132380.952384
"",ADAPTOR ASUS 19V 4.74A 5.5X25 AIO,3.0,1.0,PCS,90000.0,270000.0
"",ADAPTOR ASUS 19V 6.32A 4.5 X 30 AIO VIVOBOOK,2.0,1.0,UNIT,265000.0,530000.0
"",ADAPTOR ASUS 19V 6.32A 4.5X3.0 BR,1.0,1.0,PCS,245000.0,245000.0
"",ADAPTOR ASUS 19V 6.32A 5.5 X 2.5,2.0,1.0,PCS,275000.0,550000.0
"",ADAPTOR ASUS 20V 3.25A USB-C,0.0,1.0,PCS,170000.0,0.0
"",ADAPTOR ASUS 20V 325A CL TYPE C,15.0,1.0,PCS,122077.922078,1831168.83117
"",ADAPTOR ASUS 20V 7.5A 6.0 X 3.7,2.0,1.0,PCS,260000.0,520000.0
"",ADAPTOR ASUS 3.42A (A407),38.0,30.0,PCS,81720.474757,3105378.040766
"",ADAPTOR ASUS GAMING 20V 9A 6.0 X 3.7,0.0,1.0,PCS,310000.0,0.0
"",ADAPTOR ASUS KW,42.0,3.0,PCS,75000.0,3150000.0
"",ADAPTOR ASUS ROG 20V 10A 6.0 X 3.7,1.0,1.0,PCS,310000.0,310000.0
"",ADAPTOR ASUS TUF 20V 7.5A,1.0,1.0,PCS,265000.0,265000.0
"",ADAPTOR ASUS TUF 20V 9A 6.0 X 3.7,0.0,1.0,PCS,310000.0,0.0
"",ADAPTOR CCTV LG / SAMSUNG / DF12V #,27.0,20.0,PCS,39454.545455,1065272.727285
"",ADAPTOR CCTV SAMSUNG 12V 5 A,2.0,1.0,PCS,71680.555556,143361.111112
"",ADAPTOR DATAFAST 12V 5 A,45.0,1.0,PCS,45000.0,2025000.0
"","ADAPTOR DELL 19,5 3.34A 4.5 X 3.0",1.0,1.0,PCS,100000.0,100000.0
"","ADAPTOR DELL 19,5 3.34A 7.4X5.0 BS",0.0,1.0,PCS,90000.0,0.0
"","ADAPTOR DELL 19,5V 2.31A",0.0,1.0,PCS,95000.0,0.0
"","ADAPTOR DELL 19,5V 3.34A 4.5*3.0 K",0.0,1.0,PCS,95000.0,0.0
"","ADAPTOR DELL 19,5V 3.34A 7.4*5.0 B",1.0,1.0,PCS,165000.0,165000.0
"","ADAPTOR HP 19,5 - 6.15A 7.4X5.0 120W",0.0,1.0,PCS,230000.0,0.0
"","ADAPTOR HP 19,5V 615A 7.4X5.0 PS",0.0,1.0,UNIT,310000.0,0.0
"",ADAPTOR HP 19V 3.5A (BUNDAR JARUM),15.0,15.0,PCS,66513.637591,997704.563865
"",ADAPTOR HP BIRU 19.5V 3.33A,27.0,20.0,PCS,70000.0,1890000.0
"","ADAPTOR HP BUNDAR JARUM 19,5V 3.33A  7.4 X 5.0",0.0,1.0,PCS,85000.0,0.0
"",ADAPTOR HP MINI,0.0,1.0,PCS,80000.0,0.0
"","ADAPTOR LENOVO 19,5V - 6.15A USB KM",0.0,1.0,PCS,210000.0,0.0
"","ADAPTOR LENOVO 19,5V 6.32A USB",2.0,1.0,PCS,230000.0,460000.0
"",ADAPTOR LENOVO 20V 3.25A (S),53.0,20.0,PCS,75014.780654,3975783.374662
"",ADAPTOR LENOVO 20V 4.5 USB,6.0,1.0,PCS,90000.0,540000.0
"",ADAPTOR LENOVO 20V 4.5A 7.9*6.6 (BULAT BESAR KUNING) JB,13.0,1.0,PCS,75000.0,975000.0
"",ADAPTOR LENOVO 20V 6A USB,0.0,1.0,PCS,250000.0,0.0
"",ADAPTOR LENOVO TYPE C 20V 3.25A,20.0,1.0,PCS,111818.181818,2236363.63636
"",ADAPTOR LENOVO USB 20V - 3.25A #,38.0,10.0,PCS,70384.436356,2674608.581528
"",ADAPTOR MONITOR LG,9.0,6.0,PCS,116151.934093,1045367.406837
"",ADAPTOR MONITOR SAMSUNG,5.0,1.0,PCS,153400.0,767000.0
"",ADAPTOR NVR,0.0,1.0,PCS,110000.0,0.0
"",ADAPTOR PRINTER BLUE PRINT LITE 80L,0.0,1.0,PCS,130000.0,0.0
"",ADAPTOR PRINTER CANON G SERIES,1.0,1.0,PCS,285000.0,285000.0
"",ADAPTOR PRINTER EPSON L360 / L120,10.0,1.0,PCS,61481.777778,614817.77778
"","ADAPTOR SAMSUNG 12V 2,5A",14.0,1.0,PCS,36000.0,504000.0
"",ADAPTOR SAMSUNG 19V,0.0,1.0,PCS,75000.0,0.0
"",ADAPTOR SONY,1.0,1.0,PCS,100000.0,100000.0
"",ADAPTOR SWICTH LAN TPLINK 5V 0.6A,2.0,1.0,PCS,30000.0,60000.0
"",ADAPTOR TOSHIBA (ORI),33.0,50.0,PCS,55318.19938,1825500.57954
"",ADAPTOR TOSHIBA / ASUS  (K),0.0,10.0,PCS,60000.0,0.0
"",ADAPTOR UNIVERSAL,37.0,20.0,PCS,55401.251908,2049846.320596
"",ADF UNIT L5290,0.0,1.0,PCS,1250000.0,0.0
"",ADVAN SOULMATE X1 L25D - DALI1 AMD ATHLON 3020E 4GB DDR4 128GB WIN 11,0.0,1.0,UNIT,3590000.0,0.0
"",ADVAN SOULMATE X1 L25D - DALI1 AMD ATHLON 3020E 4GB DDR4 128GB WIN 11 TP,1.0,1.0,UNIT,3590000.0,3590000.0
"",ADVAN WORKMATE L25C R531S AMD RYZEN 5 3500U 8GB 256GB WIN 11,0.0,1.0,UNIT,5720000.0,0.0
"",ADVAN WORKPLUS H1 - I5AD2 INTEL CORE i5-12600H 24GB 512GB SSD INTEL IRIS XE GRAPHICS WIN 11,0.0,1.0,UNIT,7130000.0,0.0
"",ADVANCE WORK PLUS WINDOWS RYZEN 5 6600H 16GB 512GB SSD #,0.0,1.0,UNIT,6390000.0,0.0
"",AIO ACER ACX24 INTEL CORE i3 -  1215U 8GB 512GB SSD WIN 11,0.0,1.0,UNIT,8490000.0,0.0
"",AIO Acer Aspire C22-1800 i3 1305U 8GB 512GB 21.5 FHD W11 @,0.0,0.0,UNIT,6990000.0,0.0
"",AIO ACER C20 830 INTEL CEL J4005 NO DVD WIN10,0.0,1.0,UNIT,4763125.0,0.0
"",AIO ACER C22 1700 Ci3-1215U 8GB 512GB SSD WIN 11,0.0,1.0,UNIT,7090000.0,0.0
"",AIO ACER C22 1700 Ci5 - 1235U 8GB 512GB SSD INTEL IRIS XE W11,0.0,1.0,UNIT,9175000.0,0.0
"",AIO ACER C22 1800 Intel Core i5 13420H 8GB 512GB SSD W11,0.0,1.0,UNIT,9850000.0,0.0
"",AIO ACER C22 960 CORE I3 1005G1 4GB 1TB W10,0.0,1.0,UNIT,6740000.0,0.0
"",AIO ACER C22-1650 Ci3-1115G4 4GB 1TB WIN10,0.0,1.0,UNIT,7316000.0,0.0
"",AIO ACER C22-1800 Intel Core i3-1305U 8GB 512GB TP,0.0,0.0,PCS,6735000.0,0.0
"",AIO ACER C24 - 1650 CI3 1115G4 4GB 512GB SSD,0.0,1.0,UNIT,7390000.0,0.0
"",AIO ACER C24 1751 CI7 - 1260P 8GB 512GB SSD MX 550 2GB WIN 11 #,0.0,1.0,UNIT,12895000.0,0.0
"",AIO ACER C24 960 INTEL CORE I3 1011U W10,0.0,1.0,UNIT,6640000.0,0.0
"",AIO ACER C24 Ci7-1260P 8GB 512GB SSD MX 550 2GB WIN 11 TOUCH SCREEN #,0.0,1.0,UNIT,16245000.0,0.0
"",AIO ACER C24-1650 Ci5-1135G7 8GB 1TB HDD WIN10,0.0,1.0,UNIT,10200000.0,0.0
"",AIO ACER C24-1800 Ci3-1306U 8GB 512GB SSD WIN 11,0.0,1.0,UNIT,7945000.0,0.0
"",AIO ADVAN FORCE ONE MAX A25B - I5AD2 INTEL CORE I5 1235U 16GB DDR4 512GB INTEL IRIS XE GRAPHICS WIN 11,0.0,1.0,UNIT,9090000.0,0.0
"",AIO ADVAN PC A-8S5-AA58S05B INTEL CORE I5-1235U 8GB 512GB SSD WIN 11,0.0,1.0,UNIT,8190000.0,0.0
"",AIO ASUS A3202 Ci3-1215U 8GB 256GB SSD WIN 11 #,0.0,1.0,UNIT,6670000.0,0.0
"",AIO ASUS A3202 Ci3-1215U 8GB 256GB SSD WIN 11 DY,0.0,1.0,UNIT,6700000.0,0.0
"",AIO ASUS A3202 CI5 1235U 8GB 512GB SSD 21.5 WIN 11 #,0.0,1.0,UNIT,9150000.0,0.0
"",AIO ASUS A3202WBAK Ci3-1215U 8GB 512GB SSD WIN 11 #,0.0,1.0,UNIT,6800000.0,0.0
"","AIO ASUS A3202WBAK CI3-1215U 8GB 512GB SSD WIN 11 21,5 INCS",0.0,1.0,UNIT,6735000.0,0.0
