Kode Produk,Nama Produk,Stok di tangan,Batas Minimum,Satuan,Harga Rata-rata,Nilai
,* PROJECTOR EPSON EB E500 XVGAVGA HDMI,0,2,UNIT,"5,405,405.41",0.00
,* PROJECTOR EPSON EB E600 XGA 3LCD 3400 LUMENS,0,1,UNIT,"5,481,981.98",0.00
,* PROJECTOR EPSON EB W51,0,1,UNIT,"8,018,018.02",0.00
,* PROJECTOR EPSON EB-E01 3 LCD,4,1,UNIT,"4,539,817.60","18,159,270.38"
,* PROJECTOR EPSON X06,0,1,UNIT,"5,270,270.27",0.00
,* PROJECTOR VIEW SONIC SP3 SVGA 4800 ANSI LUMENS,2,1,UNIT,"3,974,774.77","7,949,549.55"
,* PSU AEROCOOL LUX 550W BRONZE,1,1,PCS,"472,972.97","472,972.97"
,* PSU AEROCOOL LUX RGB 650 WATT 80 PLUS,1,1,PCS,"558,558.56","558,558.56"
,* PSU CCTV JARING 30A,9,1,PCS,"121,621.62","1,094,594.59"
,* PSU CCTV SN 120 20A (JARING),9,1,PCS,"103,603.60","932,432.43"
,* PSU COOLER MASTER ELITE NEX PN600,0,1,PCS,"536,036.04",0.00
,* PSU COOLER MASTER ELITE V3 P500 500W,0,1,PCS,"427,927.93",0.00
,* PSU COOLER MASTER ELITE V4 600W BOX WHITE,0,1,PCS,"612,612.61",0.00
,* PSU CORSAIR CX650 650 WATT 80 PLUS BRONZE ATX,0,1,PCS,"765,765.77",0.00
,* PSU DEEPCOOL DE530 400W 80 +,0,1,PCS,"377,272.73",0.00
,* PSU HIK C8,3,1,PCS,"144,144.14","432,432.43"
,* PSU PC COOLER KF650 650WATT ATX 80 PLUS 230V EU,0,1,PCS,"454,954.95",0.00
,* PSU PC COOLER PLUSES HW400 (400WATT),3,1,PCS,"184,684.68","554,054.05"
,* PSU PCCOOLER KF450 450 WATT ATX 80 PLUS,0,1,PCS,"360,360.36",0.00
,* PSU PCCOOLER KF750 750W ATX 80 PLUS 230V,1,1,PCS,"495,495.50","495,495.50"
,* PSU PCCOOLER PLUSESHW500-NP 500WATT,0,1,PCS,"207,207.21",0.00
,* PSU PRINTER G1020 / G2020,3,1,PCS,"263,754.47","791,263.42"
,* PSU PRINTER G3770 / G2770,0,1,PCS,"297,500.00",0.00
,* PSU SIMBADDA 400 W BOX,0,1,PCS,"211,818.18",0.00
,* QUIK CHARGER HP TC JETE C82 TINY3 MICRO KABEL,3,1,PCS,"27,027.03","81,081.08"
,* QUIK CHARGER HP TC JETE C82 TINY3 TYPE C,4,1,PCS,"31,531.53","126,126.13"
,* RAM ADATA DDR4 XPG GAMMIX D35 8GB PC4-25600 speed 3200MHz (AX4U32008G16A-SBKD35) CL16 - BLACK,0,1,PCS,"216,216.22",0.00
,* RAM APACER DDR4 PHANTER GAMING 8GB,2,1,PCS,"477,477.48","954,954.95"
,* RAM CORSAIR DDR4 PC 1X8GB VENGEANCE LPX,0,1,PCS,"382,882.88",0.00
,* RAM CORSAIR DDR4 PC1X16GB CMK16GX4M1A2666C16,0,1,PCS,"684,684.68",0.00
,* RAM CORSAIR DDR5 PC 16GB 5600MHZ,1,1,PCS,"1,247,747.75","1,247,747.75"
,* RAM CORSAIR DDR5 PC RGB 32GB (2X16GB) 6600MT/S BLACK,0,1,PCS,"2,333,333.33",0.00
,* RAM CORSAIR DDR5 PC32GB 2X16GB 5200HZ CMK32GXM2B5200C40W 5200MT/s CL40 VENGEANCE WHITE,0,1,PCS,"1,364,864.86",0.00
,* RAM GSKILL DDR4 8GB,0,1,PCS,"463,963.96",0.00
,* RAM KINGSTONE DDR4 FURY BEAST 16GB PC 3200,0,1,PCS,"483,783.78",0.00
,* RAM KINGSTONE DDR4 FURY BEAST RGB 8GB PC3200,0,1,PCS,"405,405.41",0.00
,* RAM KINGSTONE FURY BEAST DDR5 16GB 5600MT/S CL36,0,1,PCS,"716,216.22",0.00
,* RAM KINGSTONE FURY BEAST DDR5 16GB 6000MT/S AD,0,1,PCS,"1,094,594.59",0.00
,* RAM KINGSTONE FURY BEAST DDR5 8GB 6000MT/S,2,1,PCS,"509,009.01","1,018,018.02"
,* RAM PC DDR 4 SERVER ECC 8GB,0,1,PCS,"1,171,171.17",0.00
,* RAM PC KINGSTON FURY BEAST 8GB DDR4 PC2666,0,1,PCS,"663,636.36",0.00
,* RAM PC KINGSTONE DDR3 4GB,1,1,PCS,"85,585.59","85,585.59"
,* RAM PC KINGSTONE DDR3 8GB,8,1,PCS,"189,189.19","1,513,513.51"
,* RAM PC KINGSTONE DDR4 8GB,0,1,PCS,"369,369.37",0.00
,* RAM PC KINGSTONE HYPERX FURY 16GB DDR4,0,1,PCS,"1,254,545.45",0.00
,* RAM PC LEXAR DDR 4 8GB PC4-2666,0,1,PCS,"418,181.82",0.00
,* RAM TEAM ELITE PLUS DDR4 16GB PC 3200 PENDINGIN #,0,1,PCS,"459,459.46",0.00
,* RAM VISIPRO DDR4 SERVER ECC 32GB PC2666MHZ,0,1,PCS,"2,860,360.36",0.00
,* REFILL PITA PRINTER EPRINT 8758,9,1,PCS,"7,986.49","71,878.38"
,* RIBBON CATRIDGE EPSON LX310,14,25,PCS,"38,540.01","539,560.15"
,* RIBBON CATRIGDE EPSON LX 300,4,1,PCS,"38,738.74","154,954.95"
,* RIBBON PACK EPSON LX310 #,70,25,PCS,"31,531.53","2,207,207.21"
,* ROBOT HUB USB H140-80,32,1,PCS,"32,960.65","1,054,740.71"
,* ROBOT KEY + MOUSE KM3100 WIRELESS,11,1,PAKET,"120,360.36","1,323,963.96"
,* ROBOT KEY MOUSE KM4000 WIRELESS SILENT KEY,0,1,UNIT,"165,454.55",0.00
,* ROBOT KEYBOARD RK20,17,1,PCS,"68,297.10","1,161,050.68"
,* ROBOT MOUSE M130 WIRED MOUSE COLORFUL LED,6,1,PCS,"33,906.71","203,440.28"
,* ROBOT Mouse Wireless M210S Silent Click,0,1,PCS,"51,351.35",0.00
,* ROBOT MOUSE WIRELESS M370 SILENT,5,1,PCS,"53,153.15","265,765.77"
,* ROBOT RB290 SOUNDBAR BT,0,1,UNIT,"117,722.63",0.00
,* ROBOT RB680 SPEAKER BT,3,1,UNIT,"182,425.15","547,275.44"
,* ROBOT RS180 MULTIMEDIA SPEAKER,26,1,UNIT,"48,526.89","1,261,699.04"
,* ROTATING LASER LEVEL TOPCON RL-H5A,0,1,UNIT,"17,567,567.57",0.00
,* ROUTER ASUS RT AX1800HP DUAL BAND WIFI 6,0,1,UNIT,"968,468.47",0.00
,* RUIJIE REYEE ROUTER RG-EW1800GX PRO AX1800 MESH GIGABIT DUAL BAND WIFI 6,0,1,PCS,"747,747.75",0.00
,* SAMBUNGAN KABEL LAN BARREL RJ54,20,1,PCS,"2,702.70","54,054.05"
,* SAMSUNG GALAXY TAB 8 X205 LTE 4 / 128GB,0,1,UNIT,"3,873,873.87",0.00
,* SAMSUNG GALAXY TAB S10+ WIFI ONLY 12GB 256GB,0,1,UNIT,"14,600,000.00",0.00
,* SCANNER BROTHER DS-640,0,1,UNIT,"1,718,181.82",0.00
,* SCANNER CANON LIDE 300,3,1,UNIT,"837,837.84","2,513,513.51"
,* SCANNER EPSON DS - 530 II,0,1,UNIT,"7,049,549.55",0.00
,* SCANNER EPSON DS 1630,0,1,UNIT,"5,360,360.36",0.00
,* SCANNER EPSON DS 310,1,1,UNIT,"3,963,963.96","3,963,963.96"
,* SCANNER EPSON DS 730N,0,1,UNIT,"8,378,378.38",0.00
,* SCANNER EPSON DS 770 II,0,1,UNIT,"10,315,315.32",0.00
,* SCANNER EPSON DS C330,0,1,UNIT,"3,873,873.87",0.00
,* SCANNER EPSON DS-780N,0,1,Buah,"11,036,036.04",0.00
,* SCANNER EPSON DS410,1,1,UNIT,"4,378,378.38","4,378,378.38"
,* SCANNER EPSON ES60W,0,1,UNIT,"1,914,414.41",0.00
,* SCANNER EPSON V 39,0,1,UNIT,"781,818.18",0.00
,* SCANNER EPSON WORKFORCE DS - 360W,0,1,UNIT,"4,054,054.05",0.00
,* SCANNER EPSON WORKFORCE DS 6500,0,1,UNIT,"13,693,693.69",0.00
,* SCANNER Fujitsu Fast Image Fi-7140,0,1,UNIT,"12,480,180.18",0.00
,* SCANNER FUJITSU SP 1130N,0,1,UNIT,"5,990,990.99",0.00
,* SCANNER PLUSTEK OPTIC SLIM 1180,0,1,UNIT,"3,531,531.53",0.00
,* SCANNER PLUSTEK OpticSlim 1680,0,1,UNIT,"4,230,630.63",0.00
,* SCANNER PLUSTEK PS396 PLUS,0,1,UNIT,"6,802,702.70",0.00
,* SCANNER PLUSTEK SMART OFFICE PS 283,0,1,UNIT,"3,459,459.46",0.00
,* Scanner Plustek Smart Office PS186,0,1,PCS,"4,135,135.14",0.00
,* SCANNER PLUSTEK SMART OFFICE PS286 PLUS,0,1,UNIT,"4,540,540.54",0.00
,* SCANNER PLUSTEK SMART OFFICE PT2160,0,1,UNIT,"9,636,036.04",0.00
,"* SEAGATE EXT 1 TB 2,5"" EXPANSION",1,1,PCS,"836,363.64","836,363.64"
,* SIDU A4 70,267,1,PCS,"34,234.26","9,140,547.93"
,* SIDU F4 70,269,1,PCS,"39,144.77","10,529,943.51"
,* SODIMM KINGSTONE DDR3L 4GB,2,1,PCS,"94,594.59","189,189.19"
,* SODIMM KINGSTONE DDR4 8GB,3,1,PCS,"360,360.36","1,081,081.08"
,* SODIMM LEXAR DDR4 8GB PC 3200,1,1,PCS,"459,459.46","459,459.46"
,* SODIMM TEAM ELITE DDR5 8GB 5600MHZ #,0,1,PCS,"450,450.45",0.00
,* SOUNDCARD USB 7.1,2,1,PCS,"16,216.22","32,432.43"
,* SPEAKER ADVANCE K1512K,1,1,UNIT,"1,481,981.98","1,481,981.98"
,* SPIDOL PERMANENT SNOWMAN,144,1,PCS,"4,701.02","676,946.59"
,* SPIDOL SNOWMAN WHITE BOARD (WB-BG-12 HT),144,1,PCS,"5,537.16","797,351.35"
,* SSD ADATA 256GB ULTIMATE SU650 3D NAND 2.5 SATA,0,1,PCS,"351,351.35",0.00
,* SSD ADATA 512GB XPG SX6000 PRO M.2 2280 PCIE GEN 3X4,0,1,PCS,"463,963.96",0.00
,* SSD APACER 256GB AS350 PANTHER SATA III,0,1,PCS,"346,846.85",0.00
,* SSD APACER 256GB M.2 2280 NVME,2,1,PCS,"387,387.39","774,774.77"
,"* SSD APACER 512GB AS350 PANTHER SATA III 2,5",1,1,PCS,"572,072.07","572,072.07"
,* SSD EXT PORTABLE WD MY PASSPORT 1TB,0,1,PCS,"1,558,558.56",0.00
,* SSD EXTERNAL PORTABLE APACER AS723 512GB,2,1,PCS,"770,270.27","1,540,540.54"
,* SSD GIGABYTE NVME M.2 2280 256GB,0,1,PCS,"346,846.85",0.00
,* SSD GIGABYTE NVME M2. 2280 512GB,0,1,PCS,"477,477.48",0.00
,* SSD KINGSTONE 250GB NVME M2 NV1,0,1,PCS,"463,636.36",0.00
,* SSD LEXAR 1TB NM620 NVME PCIE GEN3X4 3500MB/S read 3500MB/s writeLNM620X001T-RNNNG,0,1,PCS,"914,414.41",0.00
,* SSD LEXAR 1TB NM710  M.2 2280 PCIE GEN4X4  NVME,0,1,PCS,"788,288.29",0.00
,"* SSD LEXAR 256GB LNS100 - 256RB VALUE 2,5 SATA",0,1,PCS,"265,765.77",0.00
,* SSD LEXAR 256GB NM620 M.2 2280 NVME PCIE GEN3X4,1,1,PCS,"373,873.87","373,873.87"
,* SSD LEXAR 512 NM620 M.2 2280 NVME PCIE GEN3X4,0,1,PCS,"612,612.61",0.00
,"* SSD MSI SPATINUM S270 240GB SATA 2,5 #",0,1,PCS,"261,261.26",0.00
,* SSD MSI SPATIUM M371 500GB OCIE 3.0 X 4 NVME M.2,0,1,PCS,"554,054.05",0.00
,* SSD SAMSUNG 500GB 870 EVO,0,1,PCS,"666,666.67",0.00
,* SSD SAMSUNG 500GB 980 NVME MZ - V8V500BW,0,1,PCS,"666,666.67",0.00
,* SSD SEAGATE BARRACUDA Q5 M.2 NVME 500GB,0,1,PCS,"913,636.36",0.00
,* SSD WD BLACK 500GB SN770 NVME M.2 2280 GEN4 5000 MB/S AD,0,1,PCS,"873,873.87",0.00
,* SSD WD BLUE 500GB M.2 SN550 Nvme,0,1,PCS,"890,909.09",0.00
,* SSD WD BLUE BLUE 250GB,0,1,PCS,0.00,0.00
,* STAND KEYBOARD DOUBLE TARIK,1,1,UNIT,"247,747.74","247,747.74"
,* STAVOLT MATSUNAGA 3000W,0,1,UNIT,"1,050,000.00",0.00
,* STEPLES DELI HD 10 E0224,23,1,PCS,"6,655.41","153,074.32"
,* STEPLES DELI HD 50 24/6 E0325,24,1,PCS,"14,369.37","344,864.86"
,* STIKER NAMA UNDANGAN MOTIF KEMBANG 103,1600,1,PCS,"2,252.25","3,603,603.60"
,* STIKER NAMA UNDANGAN POLOS (103),2400,1,PCS,"1,981.98","4,756,756.76"
,* Tablet Axioo MYTAB 8G,0,1,PCS,"1,409,090.91",0.00
,* TANDON PENGUIN TBSK STAINLESS 1000 LITER,0,1,UNIT,"4,108,108.11",0.00
,* TANG CRIMPING RJ45 BIASA,5,1,PCS,"50,450.45","252,252.25"
,* TANG CRIMPING TOOL VENTION MULTI-FUNCTION,2,1,PCS,"78,378.38","156,756.76"
,* TINTA CANON ORI 790 BLACK,10,1,PCS,"90,090.09","900,900.90"
,* TINTA CANON ORI GI - 71 BLACK,27,1,PCS,"92,792.79","2,505,405.41"
,* TINTA EPRINT CANON 100ML BK,20,1,PCS,"25,337.84","506,756.76"
,* TINTA EPRINT CANON 100ML C,20,1,PCS,"25,337.84","506,756.76"
,* TINTA EPRINT CANON 100ML M,18,1,PCS,"25,337.84","456,081.08"
,* TINTA EPRINT CANON 100ML Y,20,1,PCS,"25,337.84","506,756.76"
,* TINTA EPSON 774 BLACK,7,1,PCS,"144,144.14","1,009,009.01"
,* TINTA SPIDOL SNOWMAN PERMANEN MIG-20 HITAM,144,1,PCS,"7,432.43","1,070,270.27"
,* TINTA SPIDOL SNOWMAN WBI-20 HT ( WHITE BOARD ),360,1,PCS,"11,980.72","4,313,060.81"
,* TOA COLUMN SPEAKER 20 WATT ZS-202C,0,1,UNIT,"809,658.18",0.00
,* TOP CASE AXIOO,0,1,PCS,"72,072.07",0.00
,* TPLINK 725 USB WIFI,4,1,PCS,"63,063.06","252,252.25"
,* TPLINK ROUTER TL WR840N,100,1,PCS,"133,333.33","13,333,333.33"
,* TPLINK SWITCH 16 PORT TL-SG1016(UN) GIGABIT RACKMOUNT,0,1,UNIT,"1,022,727.27",0.00
,* TPLINK SWITCH 16 PORT TL-SG1016D GIGABIT VER 11.0,0,1,UNIT,"701,801.80",0.00
,* TPLINK SWITCH 5 PORT LS1005 ( HUB LAN 5 PORT K ),5,1,PCS,"59,459.46","297,297.30"
,* TPLINK SWITCH 8 PORT LS1008 (HUB LAN 8 PORT K),5,1,PCS,"72,972.97","364,864.86"
,* TPLINK TL WR844N,5,1,PCS,"126,126.13","630,630.63"
,* TPLINK TL-SF1016D SWITCH 16 PORT (HUB LAN 16 PORT),1,1,PCS,"203,603.60","203,603.60"
,"* TRIPOT LAYAR PROJECTOR 70 """,4,1,UNIT,"352,185.52","1,408,742.08"
,"* TRIPOT SCREEN 84"" PIXEL SCREEN XT84",0,1,UNIT,"842,342.34",0.00
,* UGREEN LASER POINTER,2,1,PCS,"99,099.10","198,198.20"
,* UPS APC 5000VA SRT5KXLI,0,1,UNIT,"33,227,272.73",0.00
,"* UPS APC PRO BR900MI, BR900VA, 6 OUTLETS, AVR, LCD",0,1,UNIT,"2,809,090.91",0.00
,* UPS PROLINK PRO 1210 SFC,0,1,PCS,"890,909.09",0.00
,* UPS PROLINK PRO 700 SFC,0,1,PCS,"550,000.00",0.00
,* USB LAN 3.0 GIGABIT,2,1,PCS,"68,468.47","136,936.94"
,* USB TO ETHERNET ADAPTER (USB LAN),1,1,PCS,"27,927.93","27,927.93"
,* USB WIFI TPLINK WN 722,0,1,PCS,"87,387.39",0.00
,* VGA CARD MSI GTX 1650 D6 VENTUS XS 4GB OCV3 EDITION,0,1,PCS,"1,927,927.93",0.00
,* VGA CARD MSI RTX 3050 VENTUS 2X E 6G OC GDDR6,1,1,PCS,"2,500,000.00","2,500,000.00"
,* VGA COLOURFUL GT710 2GD3-V,1,1,PCS,"459,459.46","459,459.46"
,* VGA COLOURFUL RTX 3050 NB DUO 8GB V2 GDDR6 128 BIT,1,1,PCS,"3,193,693.69","3,193,693.69"
,* VGA MSI GTX 1660 SUPER VENTUS XS OC 6GB DDR 6 (2 FAN),0,1,PCS,"3,405,405.41",0.00
,* VGA MSI RTX 3050 VENTUS 2X XS 8G OC GDDR6 2 FAN,0,1,PCS,"3,225,225.23",0.00
,* VOXY MOUSE WIRELESS E24,100,1,PCS,"24,000.00","2,400,000.00"
,* VOXY MOUSE WIRELESS W800,149,1,PCS,"28,000.00","4,172,000.00"
,"* WALL SCREEN 120"" PIXEL SCREEN XH120 HANGING UP ROLL",0,1,UNIT,"923,423.42",0.00
,* WALL SCREEN 70 #,0,1,PCS,"337,837.84",0.00
,"* WALL SCREEN 84"" MYSCREEN FOCUS MOTORIZED + REMOT",0,1,UNIT,"2,288,288.29",0.00
,* WEBCAM JETE W7 1080P,3,1,PCS,"135,045.05","405,135.14"
,* WEBCAM LOGITECH C310 HD 720/30fps (BL),0,1,UNIT,"337,837.84",0.00
,*Acer Aspire Go 14 AG14 Core 5 120U 16GB(2x8) DDR4  512GB SSD W11,0,1,UNIT,"7,608,108.11",0.00
,*Acer Aspire Lite AL14 Core i5 13500H 16GB 512GB SSD W11,1,1,UNIT,"7,414,414.41","7,414,414.41"
,*ACER Swift Go 14 SFG14 Intel Core i5 13500H 16GB 512GB SSD W11 (Touch),0,0,UNIT,"11,899,000.00",0.00
,*ADAPTOR CHARGER AXIOO HYPE 5,2,0,PCS,"112,612.61","225,225.23"
,*AIO Acer Aspire C22 1800 i3 1305U 8GB 512GB 21.5 FHD W11,0,1,UNIT,0.00,0.00
,*AIO ASUS EXPERT CENTER P400 P440VAK INTEL CORE i7 - 13620H 8GB DDR5 512GB SSD WIN 11,0,1,UNIT,0.00,0.00
,*AIO ASUS ExpertCenter P400 P440VAK Core i5 13420H 8GB DDR5 512GB SSD W11 Home,0,0,PCS,"8,711,711.71",0.00
,*AIO LENOVO ThinkCentre neo Gen 5 Core i7 13620H 16GB 1TB SSD W11,0,1,UNIT,0.00,0.00
,*ASUS Vivobook 14 A1404VA Intel Core i5 1335U 16GB DDR4 512GB SSD W11,0,0,UNIT,0.00,0.00
,*ASUS Vivobook 14 A1404ZA Intel Core i5-1235U 16GB 512GB SSD W11,0,0,UNIT,"7,058,558.56",0.00
,*ASUS VIVOBOOK A1404VA INTEL I3 1315U 8GB 512GB SSD W11,0,1,UNIT,"6,387,387.39",0.00
,*BATERAI AXIOO SERI 14F,2,0,PCS,"198,198.20","396,396.40"
,*BRACKET BRATECK KL31 22T,3,1,UNIT,"56,756.76","170,270.27"
,*BRACKET LCD PROJECTOR XB65,1,1,UNIT,"135,135.14","135,135.14"
,*BRACKET OXIMUS TL220,1,1,UNIT,"51,351.35","51,351.35"
,*HDD PC OSMOUS CCTV 1TB 5400RPM,0,1,PCS,"590,090.09",0.00
,*HDD PC OSMOUS CCTV 2TB 5400RPM,0,1,PCS,"603,603.60",0.00
,*HDD PC SEAGATE CCTV 1TB SKYHAWK,1,1,PCS,"905,405.41","905,405.41"
,*KEYBOARD AXIOO HYPE 5,0,0,UNIT,"360,360.36",0.00
,*LED LG 24G411A 24 UltraGear G4 FHD IPS (1920X1080) 120Hz,0,1,UNIT,"1,184,684.68",0.00
,*LED SAMSUNG 24 INCH LS24F320GAEXXD 24 Essential S3 S32GF IPS FHD,1,1,PCS,"1,018,018.02","1,018,018.02"
,"*LED SAMSUNG LS24F320GAEXXD 24 Essential S3 S32GF IPS FHD (1,920 x 1,080) 120Hz 5 (GTG)",0,0,PCS,"1,220,720.72",0.00
,*MB MSI AMD A520 M PRO,0,0,UNIT,"779,279.28",0.00
,*Microphone Condenser Mtech CM100,2,0,UNIT,"75,675.68","151,351.35"
,*MODEM ORBIT STAR H2,1,0,PCS,"472,972.97","472,972.97"
,*PROCESSOR AMD RYZEN 5 5600 Tray,0,1,PCS,0.00,0.00
,*RAM Apacer DDR4 TEX Gaming 16GB PC 3200,1,1,PCS,"896,396.40","896,396.40"
,*SODIMM KINGSTON DDR4 8GB pc3200,1,0,PCS,"468,468.47","468,468.47"
,*SSD ADATA 500GB LEGEND 860 PCIe Gen4x4 M.2 2280,1,0,PCS,"666,666.67","666,666.67"
,"*SSD APACER 240GB AS340 PANTHER SATA 2,5",9,1,PCS,"351,351.35","3,162,162.16"
,*SSD APACER 512GB M.2 2280 NVME AS2280P4,2,1,PCS,"675,675.68","1,351,351.35"
,*SSD LEXAR 1TB NM790 M.2 2280 PCIe Gen4x4 NVMe,0,1,PCS,"1,575,000.00",0.00
,*TINTA HP GT 53 BLACK,5,1,PCS,"74,774.77","373,873.87"
,*UPS APC 3000VA SRV3KI-E,0,0,PCS,0.00,0.00
,*UPS APC BVX1200LI MS 230V,0,1,UNIT,"1,470,000.00",0.00
,*VGA COLORFUL RTX 3050 DDR6 128BIT,0,1,PCS,0.00,0.00
,1 SET CATRIDGE HP 933,0,1,SET,"1,465,000.00",0.00
,A516JA - Ci3 1005G1 - 4GB - 256GB SSD W10,0,1,UNIT,"7,000,000.00",0.00
,ABSENSI FACE ISOLUTION X606 - S,0,1,PCS,"1,550,000.00",0.00
,AC PANASONIC 1 PK,0,1,UNIT,"3,740,000.00",0.00
,AC POLYTRON 1 PK,0,1,UNIT,"3,200,000.00",0.00
,AC POLYTRON 1 PK DY,0,1,UNIT,"6,500,000.00",0.00
,AC SHARP 1/2 PK + PASANG,0,1,UNIT,"3,300,000.00",0.00
,AC SHARP 1PK,1,1,UNIT,"3,750,000.00","3,750,000.00"
,AC SHARP 2 PK + PASANG,0,1,UNIT,"7,050,000.00",0.00
,AC SHARP AH-A09ZVY 1 PK TP,0,1,UNIT,"5,544,150.00",0.00
,ACER 3 A311 C67G CEL N4020 4GB 500GB W10 (STONE BLUE),0,1,UNIT,"3,799,000.00",0.00
,ACER 3 A311 CEL 4GB 500GB W10 (BLACK),0,1,UNIT,"3,875,000.00",0.00
,ACER 3 A314 21 49WC AMD A4 9120E WIN10 HDD 1TB,0,1,UNIT,"3,620,000.00",0.00
,ACER 3 A314 32 C4WL CEL N4120 4GB 1TB W10 (OXIDANT RED),0,1,UNIT,"4,580,000.00",0.00
,ACER 3 A314 32 CEL N4120 4GB 1TB W10 (BLACK),0,1,UNIT,"4,720,000.00",0.00
,ACER 3 A314 36M Ci3-N305 8GB 512GB SSD WIN 11,0,12,UNIT,"6,000,000.00",0.00
,ACER 3 A314-32-C3WF CEL N4120 4GB 1TB WIN10 (BLUE),0,1,UNIT,"4,747,045.45",0.00
,"ACER 3 SLIM A314 - 35 INTEL N6000 4GB 256GB SSD 14""",0,1,UNIT,"4,930,000.00",0.00
,"ACER 5 A514 - 54  - Ci3-1115G4 4GB 512GB SSD 14""",0,1,UNIT,"6,300,000.00",0.00
,ACER 5 A514 - 54G Ci7-1165G7 8GB 512GB SSD VGA,0,1,UNIT,"11,625,000.00",0.00
,"ACER 5 A514 - 55G i5-1235U 8GB 512GB SSD MX 550 2GB 14""",0,1,UNIT,"9,256,000.00",0.00
,ACER 5 A514 -53-331L CI3-1005G1 4GB 512GB SSD WIN10,0,1,UNIT,"7,400,000.00",0.00
,ACER 5 A514 52G 547A CI5 10210U 4GB 512GB SSD VGA (BLUE),0,1,UNIT,"8,900,000.00",0.00
,ACER 5 A514 52G 59RA CI5-10210U 4GB HDD 1TB VGA X 250,0,1,UNIT,"8,240,000.00",0.00
,ACER 5 A514 CI3-1115G4 8gb 512GB SSD MX 350 2GB WIN 11,0,1,UNIT,"6,509,285.71",0.00
,ACER 5 A514 CI7-1255U 8GB 512GB SSD WIN 11,0,1,UNIT,"11,810,000.00",0.00
,ACER 5 A514-53-381H SLIM CI3-1005G1 4GB 1TB HDD W10,0,1,UNIT,"6,235,625.00",0.00
,ACER 5 A514-54 Ci5-1135G7 8GB 512GB SSD VGA IRIS XE,0,1,UNIT,"9,670,000.00",0.00
,ACER 5 A514-54G-50PL CI5-1135G7 8GB 512GB SSD MX 350 WIN10,0,1,UNIT,"10,600,000.00",0.00
,ACER 5 SPIN 14 A5SP14 i5-1335U 16GB 512GB SSD INTEL IRIS XE WIN 11 AR,0,1,UNIT,"11,445,000.00",0.00
,ACER A314 35 INTEL N5100 8GB 512GB SSD WIN 11,1,1,UNIT,"4,825,032.36","4,825,032.36"
,ACER A314 35 N5100 8GB SSD 256GB,0,0,UNIT,"4,800,000.00",0.00
,ACER A314 36M Ci3-N305 8GB 256GB SSD WIN 11 #,0,1,UNIT,"5,700,000.00",0.00
,ACER A314-32 CEL N4120 4GB SSD 256GB RED,0,1,UNIT,"4,720,058.56",0.00
,ACER A314-35-C2T9 N5100 4GB 256GB SSD #,0,15,UNIT,"4,511,666.67",0.00
,ACER A514 - 55 - 537X CI5 - 1235U 8GB 512GB SSD WIN 11,0,1,UNIT,"9,191,000.00",0.00
,ACER A514 - 56P I5-1335U 8GB 512GB SSD WIN 11,0,1,UNIT,"8,365,000.00",0.00
,ACER A514 52G 517N CI5 10210U 4GB 512GB SSD VGA (BLACK),0,1,UNIT,"8,625,000.00",0.00
,ACER A514 53 34VP 1005G1 CI3/4GB/SSD 256GB P,0,2,PCS,"6,100,000.00",0.00
,ACER A514 53G 52SR 1035G1 CI5/4GB/1TB P,0,1,UNIT,"8,100,000.00",0.00
,ACER A514 I3-1005G1/4GB/512+32/W10,0,1,UNIT,"7,500,000.00",0.00
,ACER A514-53-34ZY i3-1005G1 4GB DDR4 1TB ( PI ),0,1,UNIT,"6,050,000.00",0.00
,"ACER A514-54 14"" Ci3-1115G4 4GB SSD 256GB",0,1,UNIT,"5,850,000.00",0.00
,"ACER A515-56G Ci5-1135G7 8GB 512GB SSD NVIDIA MX 450 15,6""",0,1,UNIT,"7,500,000.00",0.00
,ACER ASPIRE 14 A14 - 51M CORE 5 - 120U 16GB 512GB SSD WIN 11,0,1,UNIT,"9,320,000.00",0.00
,ACER ASPIRE 14 A14-51M CORE 7 150U 16GB 512GB SSD WIN 11,0,1,UNIT,"12,290,000.00",0.00
,ACER ASPIRE 14 AI A14-51GM Ci5-13420H 8GB 512GB SSD RTX 2050 4GB WIN 11 #,0,1,UNIT,"9,580,000.00",0.00
,"ACER ASPIRE 3 A314 AMD ATHLON 3050 4GB SSD 256 14"" NW",0,1,UNIT,"4,500,000.00",0.00
,"ACER ASPIRE 3 SLIM A314-22 ATHLON 3050U 4GB 512GB 14"" FHD WIN10 OHS",0,1,UNIT,"6,066,666.67",0.00
,ACER ASPIRE 5 14 A514 - 56 Ci7-1355U 16GB 512GB SSD IRIS XE GRAPHICS WIN 11,0,1,UNIT,"12,385,000.00",0.00
,ACER ASPIRE 5 SLIM A514 56P Ci5-1335U 16GB 512GB SSD WIN 11 irisXe Graphics,0,1,UNIT,"8,815,000.00",0.00
,ACER ASPIRE 5 SPIN 14 A5SP14 CI5 1335U 16GB 512GB SSD WIN 11 #,0,1,UNIT,"11,195,000.00",0.00
,ACER ASPIRE 5 SPIN 14 A5SP14 Ci5-1335U 16GB 512GB SSD INTEL IRIS XE 80 EU WIN 11 TOUCH,0,1,UNIT,"10,895,000.00",0.00
,ACER ASPIRE 5 SPIN 14 A5SP14 Ci7-1355U 16GB 512GB SSD WIN 11 #,0,1,UNIT,"12,970,000.00",0.00
